ccn,state,county,county_fips,harm_survey_week,flagged,first_crossing_week,lead_days,score_at_crossing,prior_harm_rate_at_crossing,hprd_total_at_crossing,hprd_rn_at_crossing,rn_share_at_crossing,contract_frac_at_crossing,weekend_gap_at_crossing,hprd_cv_at_crossing,hprd_trend_at_crossing,low_days_frac_at_crossing,census_at_crossing,matched_controls,matched_controls_not_flagged
015060,AL,Jefferson,073,2025-05-05,0,,,,,,,,,,,,,,53,48
015133,AL,Jefferson,073,2025-06-02,1,2025-03-24,70,0.178568,0.155492,3.278918,0.489373,0.149248,0.0,0.174084,0.106625,0.091315,0.673913,132.141304,31,28
015136,AL,Morgan,103,2025-09-01,0,,,,,,,,,,,,,,58,49
015155,AL,Walker,127,2025-08-04,0,,,,,,,,,,,,,,31,27
015320,AL,Coffee,031,2026-01-12,0,,,,,,,,,,,,,,14,11
015369,AL,Jefferson,073,2025-09-22,0,,,,,,,,,,,,,,35,22
015379,AL,Mobile,097,2025-06-23,0,,,,,,,,,,,,,,58,49
015406,AL,Mobile,097,2025-04-14,1,2025-03-24,21,0.17602,0.263909,3.16233,0.230688,0.072949,0.0,0.159404,0.1139,-0.022645,0.826087,74.206522,53,49
025025,AK,Anchorage,020,2025-06-16,0,,,,,,,,,,,,,,1,1
025025,AK,Anchorage,020,2025-12-22,0,,,,,,,,,,,,,,1,1
025036,AK,Anchorage,020,2025-05-19,0,,,,,,,,,,,,,,1,1
025036,AK,Anchorage,020,2025-11-24,0,,,,,,,,,,,,,,1,1
035016,AZ,Pima,019,2025-09-08,0,,,,,,,,,,,,,,33,18
035062,AZ,Maricopa,013,2025-12-15,0,,,,,,,,,,,,,,33,19
035062,AZ,Maricopa,013,2026-03-02,0,,,,,,,,,,,,,,32,18
035064,AZ,Pima,019,2026-03-23,0,,,,,,,,,,,,,,0,0
035091,AZ,Coconino,005,2025-04-28,0,,,,,,,,,,,,,,33,23
035092,AZ,Maricopa,013,2025-11-03,0,,,,,,,,,,,,,,4,4
035099,AZ,Pima,019,2025-04-21,0,,,,,,,,,,,,,,11,9
035107,AZ,Maricopa,013,2025-12-15,1,2025-06-23,175,0.174499,0.0,3.289515,0.316325,0.096161,0.0,0.190223,0.107521,0.040161,0.663043,105.902174,20,17
035118,AZ,Yavapai,025,2026-02-09,0,,,,,,,,,,,,,,21,17
035135,AZ,Maricopa,013,2025-05-19,0,,,,,,,,,,,,,,1,1
035139,AZ,Navajo,017,2025-04-14,1,2025-03-24,21,0.1959,0.35844,2.811165,0.648024,0.230518,0.0,0.220181,0.167899,0.140934,0.913043,49.728261,19,17
035145,AZ,Pima,019,2025-06-09,0,,,,,,,,,,,,,,1,1
035159,AZ,Maricopa,013,2025-10-27,0,,,,,,,,,,,,,,11,8
035164,AZ,Maricopa,013,2025-06-02,0,,,,,,,,,,,,,,33,22
035165,AZ,Pima,019,2025-08-11,0,,,,,,,,,,,,,,20,17
035172,AZ,Graham,009,2026-02-09,1,2025-08-18,175,0.17121,0.0,2.947229,1.103678,0.37448,0.0,0.16256,0.101901,-0.006505,0.977778,75.5,32,30
035175,AZ,Maricopa,013,2025-04-14,0,,,,,,,,,,,,,,11,9
035189,AZ,Pima,019,2026-01-19,1,2025-07-28,175,0.176773,0.0,3.227105,0.321439,0.099606,0.036541,0.179361,0.105036,-0.031674,0.771739,91.956522,32,19
035216,AZ,Pinal,021,2025-09-15,0,,,,,,,,,,,,,,33,18
035244,AZ,Yavapai,025,2025-07-07,0,,,,,,,,,,,,,,33,27
035277,AZ,Navajo,017,2025-06-09,1,2025-03-24,77,0.195997,0.0,2.620794,0.438516,0.167322,0.0,0.237136,0.149052,-0.098186,1.0,97.336957,33,23
045143,AR,Benton,007,2025-05-05,0,,,,,,,,,,,,,,24,22
045172,AR,Chicot,017,2025-12-22,0,,,,,,,,,,,,,,26,24
045176,AR,Drew,043,2025-06-30,0,,,,,,,,,,,,,,69,61
045201,AR,Bradley,011,2025-05-12,0,,,,,,,,,,,,,,73,66
045222,AR,Woodruff,147,2025-09-15,0,,,,,,,,,,,,,,74,66
045228,AR,Prairie,117,2025-06-02,0,,,,,,,,,,,,,,25,22
045290,AR,Yell,149,2025-06-23,0,,,,,,,,,,,,,,73,65
045315,AR,Craighead,031,2025-07-21,0,,,,,,,,,,,,,,73,65
045323,AR,Jackson,067,2025-06-23,0,,,,,,,,,,,,,,69,61
045366,AR,Mississippi,093,2025-05-05,0,,,,,,,,,,,,,,68,61
045370,AR,Crawford,033,2026-03-09,0,,,,,,,,,,,,,,71,63
045440,AR,Mississippi,093,2025-05-12,0,,,,,,,,,,,,,,68,61
045456,AR,Sebastian,131,2025-05-19,0,,,,,,,,,,,,,,69,61
045460,AR,Pulaski,119,2025-12-01,0,,,,,,,,,,,,,,30,28
055008,CA,San Diego,073,2026-02-23,0,,,,,,,,,,,,,,47,45
055032,CA,Los Angeles,037,2026-01-05,0,,,,,,,,,,,,,,249,241
055036,CA,Los Angeles,037,2025-06-23,0,,,,,,,,,,,,,,248,239
055060,CA,Los Angeles,037,2025-07-28,0,,,,,,,,,,,,,,333,316
055064,CA,San Diego,073,2026-02-09,0,,,,,,,,,,,,,,334,324
055076,CA,San Bernardino,071,2025-09-22,0,,,,,,,,,,,,,,0,0
055077,CA,Los Angeles,037,2025-08-11,0,,,,,,,,,,,,,,120,114
055085,CA,Contra Costa,013,2026-03-09,0,,,,,,,,,,,,,,174,169
055126,CA,Los Angeles,037,2025-04-28,0,,,,,,,,,,,,,,330,316
055141,CA,Los Angeles,037,2025-07-07,0,,,,,,,,,,,,,,84,77
055147,CA,Madera,039,2025-04-14,0,,,,,,,,,,,,,,48,45
055147,CA,Madera,039,2025-08-11,0,,,,,,,,,,,,,,48,45
055150,CA,Contra Costa,013,2025-12-22,0,,,,,,,,,,,,,,48,46
055150,CA,Contra Costa,013,2026-03-16,0,,,,,,,,,,,,,,47,45
055157,CA,Los Angeles,037,2025-07-28,0,,,,,,,,,,,,,,248,239
055157,CA,Los Angeles,037,2025-08-18,0,,,,,,,,,,,,,,250,239
055181,CA,Los Angeles,037,2025-05-19,0,,,,,,,,,,,,,,120,114
055192,CA,Los Angeles,037,2025-12-29,0,,,,,,,,,,,,,,176,167
055201,CA,San Joaquin,077,2025-07-28,0,,,,,,,,,,,,,,120,114
055213,CA,San Bernardino,071,2025-04-07,0,,,,,,,,,,,,,,48,45
055213,CA,San Bernardino,071,2026-01-05,0,,,,,,,,,,,,,,48,46
055288,CA,Los Angeles,037,2025-03-31,0,,,,,,,,,,,,,,330,316
055288,CA,Los Angeles,037,2026-02-09,0,,,,,,,,,,,,,,334,324
055293,CA,Los Angeles,037,2025-06-23,0,,,,,,,,,,,,,,0,0
055304,CA,San Joaquin,077,2025-10-27,0,,,,,,,,,,,,,,336,317
055310,CA,Marin,041,2026-01-05,1,2025-07-14,175,0.174784,0.238882,3.422758,0.448237,0.130958,0.05467,0.090589,0.066459,0.009181,0.608696,143.641304,86,80
055315,CA,Santa Clara,085,2025-09-08,0,,,,,,,,,,,,,,336,317
055341,CA,Los Angeles,037,2025-05-12,0,,,,,,,,,,,,,,244,237
055342,CA,Ventura,111,2025-12-15,0,,,,,,,,,,,,,,122,116
055353,CA,Los Angeles,037,2025-04-14,0,,,,,,,,,,,,,,244,237
055364,CA,Los Angeles,037,2025-05-12,0,,,,,,,,,,,,,,83,77
055364,CA,Los Angeles,037,2025-05-19,0,,,,,,,,,,,,,,83,76
055364,CA,Los Angeles,037,2026-03-16,0,,,,,,,,,,,,,,86,81
055410,CA,Kings,031,2025-03-31,0,,,,,,,,,,,,,,119,113
055435,CA,Santa Clara,085,2025-11-24,0,,,,,,,,,,,,,,334,321
055443,CA,Los Angeles,037,2025-11-17,0,,,,,,,,,,,,,,122,116
055449,CA,Los Angeles,037,2025-05-26,0,,,,,,,,,,,,,,333,316
055461,CA,Los Angeles,037,2025-07-21,0,,,,,,,,,,,,,,248,239
055499,CA,Lake,033,2025-04-28,0,,,,,,,,,,,,,,244,237
055512,CA,Nevada,057,2025-12-08,0,,,,,,,,,,,,,,250,242
055523,CA,Los Angeles,037,2025-06-09,0,,,,,,,,,,,,,,120,114
055525,CA,Los Angeles,037,2025-04-07,0,,,,,,,,,,,,,,175,167
055527,CA,Los Angeles,037,2025-05-05,0,,,,,,,,,,,,,,330,316
055540,CA,Los Angeles,037,2025-05-26,0,,,,,,,,,,,,,,248,239
055559,CA,Los Angeles,037,2025-08-18,0,,,,,,,,,,,,,,336,317
055559,CA,Los Angeles,037,2025-10-13,0,,,,,,,,,,,,,,336,317
055559,CA,Los Angeles,037,2025-11-03,0,,,,,,,,,,,,,,336,317
055566,CA,Ventura,111,2025-04-28,0,,,,,,,,,,,,,,330,316
055571,CA,Orange,059,2025-10-27,0,,,,,,,,,,,,,,86,79
055573,CA,Fresno,019,2025-05-19,0,,,,,,,,,,,,,,333,316
055575,CA,Orange,059,2025-11-03,0,,,,,,,,,,,,,,336,317
055581,CA,Riverside,065,2025-08-04,0,,,,,,,,,,,,,,84,77
055617,CA,Los Angeles,037,2025-12-08,0,,,,,,,,,,,,,,250,242
055640,CA,Nevada,057,2025-11-24,0,,,,,,,,,,,,,,250,242
055656,CA,Butte,007,2025-11-03,0,,,,,,,,,,,,,,336,317
055664,CA,Los Angeles,037,2025-05-12,0,,,,,,,,,,,,,,330,316
055674,CA,Orange,059,2025-10-06,0,,,,,,,,,,,,,,336,317
055706,CA,Los Angeles,037,2025-04-28,0,,,,,,,,,,,,,,83,77
055797,CA,Santa Clara,085,2025-06-23,0,,,,,,,,,,,,,,120,114
055806,CA,San Diego,073,2025-05-05,0,,,,,,,,,,,,,,83,77
055807,CA,Siskiyou,093,2025-09-08,0,,,,,,,,,,,,,,179,168
055839,CA,Stanislaus,099,2025-09-08,0,,,,,,,,,,,,,,250,239
055871,CA,Monterey,053,2025-04-07,0,,,,,,,,,,,,,,244,237
055876,CA,Alameda,001,2025-10-20,0,,,,,,,,,,,,,,336,317
055888,CA,Orange,059,2026-02-02,0,,,,,,,,,,,,,,86,79
055890,CA,San Diego,073,2025-12-08,0,,,,,,,,,,,,,,334,321
055916,CA,Tulare,107,2025-12-15,0,,,,,,,,,,,,,,334,321
055917,CA,San Joaquin,077,2025-12-29,0,,,,,,,,,,,,,,334,321
055952,CA,Los Angeles,037,2025-07-14,1,2025-03-24,112,0.187133,0.299385,4.151341,0.285884,0.068866,0.177061,0.067879,0.075653,0.420937,0.01087,181.358696,23,20
055952,CA,Los Angeles,037,2026-02-09,0,,,,,,,,,,,,,,23,21
055955,CA,Fresno,019,2025-08-18,0,,,,,,,,,,,,,,336,317
055960,CA,Los Angeles,037,2025-07-07,0,,,,,,,,,,,,,,333,316
055960,CA,Los Angeles,037,2025-07-14,0,,,,,,,,,,,,,,333,316
055963,CA,San Francisco,075,2025-09-29,0,,,,,,,,,,,,,,86,79
055979,CA,Merced,047,2025-06-09,0,,,,,,,,,,,,,,248,239
055984,CA,Orange,059,2025-05-19,0,,,,,,,,,,,,,,5,4
055995,CA,Los Angeles,037,2026-02-23,0,,,,,,,,,,,,,,122,116
056039,CA,Los Angeles,037,2025-08-18,0,,,,,,,,,,,,,,6,3
056039,CA,Los Angeles,037,2025-11-24,0,,,,,,,,,,,,,,6,3
056042,CA,Los Angeles,037,2025-03-31,0,,,,,,,,,,,,,,244,237
056065,CA,Santa Cruz,087,2025-11-03,1,2025-05-19,168,0.172333,0.376159,3.775482,0.42308,0.11206,0.180378,0.185183,0.140469,0.005798,0.25,136.152174,86,80
056065,CA,Santa Cruz,087,2025-11-10,1,2025-05-19,175,0.172333,0.376159,3.775482,0.42308,0.11206,0.180378,0.185183,0.140469,0.005798,0.25,136.152174,86,80
056066,CA,Los Angeles,037,2025-04-07,0,,,,,,,,,,,,,,83,77
056074,CA,Butte,007,2025-07-21,0,,,,,,,,,,,,,,84,77
056074,CA,Butte,007,2025-10-27,0,,,,,,,,,,,,,,86,79
056079,CA,Los Angeles,037,2025-04-07,0,,,,,,,,,,,,,,0,0
056079,CA,Los Angeles,037,2025-06-23,1,2025-05-19,35,0.171325,3.052228,3.871096,0.229913,0.059392,0.122081,0.089151,0.05902,-0.033143,0.021739,310.73913,0,0
056080,CA,Los Angeles,037,2025-05-19,0,,,,,,,,,,,,,,120,114
056083,CA,Los Angeles,037,2025-05-19,0,,,,,,,,,,,,,,176,166
056084,CA,Los Angeles,037,2025-12-22,0,,,,,,,,,,,,,,23,21
056090,CA,Sonoma,097,2025-12-08,0,,,,,,,,,,,,,,48,46
056095,CA,Riverside,065,2025-06-30,0,,,,,,,,,,,,,,333,316
056109,CA,Yolo,113,2026-03-16,0,,,,,,,,,,,,,,334,324
056114,CA,Los Angeles,037,2025-04-07,0,,,,,,,,,,,,,,330,316
056120,CA,Sonoma,097,2025-04-07,0,,,,,,,,,,,,,,330,316
056120,CA,Sonoma,097,2025-10-20,0,,,,,,,,,,,,,,336,317
056127,CA,Los Angeles,037,2025-08-04,0,,,,,,,,,,,,,,333,316
056127,CA,Los Angeles,037,2025-10-06,0,,,,,,,,,,,,,,336,317
056132,CA,Calaveras,009,2025-05-12,0,,,,,,,,,,,,,,330,316
056133,CA,Los Angeles,037,2025-04-14,0,,,,,,,,,,,,,,83,77
056133,CA,Los Angeles,037,2025-08-25,0,,,,,,,,,,,,,,86,79
056136,CA,San Bernardino,071,2026-01-19,0,,,,,,,,,,,,,,334,321
056139,CA,Placer,061,2025-09-08,0,,,,,,,,,,,,,,336,317
056150,CA,Los Angeles,037,2025-05-26,0,,,,,,,,,,,,,,248,239
056150,CA,Los Angeles,037,2025-06-30,0,,,,,,,,,,,,,,248,239
056153,CA,Napa,055,2026-02-16,0,,,,,,,,,,,,,,122,116
056159,CA,Los Angeles,037,2025-07-28,0,,,,,,,,,,,,,,120,114
056166,CA,Los Angeles,037,2026-03-02,0,,,,,,,,,,,,,,334,324
056195,CA,Los Angeles,037,2025-12-15,1,2025-06-23,175,0.187062,0.848104,3.915346,0.303449,0.077502,0.330964,0.084798,0.052677,0.000283,0.032609,137.108696,86,80
056198,CA,Amador,005,2026-02-16,0,,,,,,,,,,,,,,334,324
056198,CA,Amador,005,2026-03-09,0,,,,,,,,,,,,,,334,324
056260,CA,Contra Costa,013,2026-01-05,0,,,,,,,,,,,,,,334,321
056267,CA,Los Angeles,037,2025-08-04,0,,,,,,,,,,,,,,333,316
056281,CA,Fresno,019,2025-08-11,0,,,,,,,,,,,,,,248,239
056281,CA,Fresno,019,2025-12-08,0,,,,,,,,,,,,,,250,242
056283,CA,Los Angeles,037,2025-07-28,0,,,,,,,,,,,,,,333,316
056291,CA,Los Angeles,037,2025-09-08,0,,,,,,,,,,,,,,336,317
056294,CA,Kern,029,2025-06-23,0,,,,,,,,,,,,,,333,316
056300,CA,Humboldt,023,2025-05-05,0,,,,,,,,,,,,,,330,316
056300,CA,Humboldt,023,2025-11-24,0,,,,,,,,,,,,,,334,321
056301,CA,Stanislaus,099,2025-08-18,0,,,,,,,,,,,,,,122,115
056308,CA,Los Angeles,037,2025-06-09,0,,,,,,,,,,,,,,83,76
056321,CA,Los Angeles,037,2025-08-11,0,,,,,,,,,,,,,,120,114
056324,CA,San Joaquin,077,2025-04-07,0,,,,,,,,,,,,,,119,113
056328,CA,Riverside,065,2026-03-09,0,,,,,,,,,,,,,,334,324
056334,CA,Los Angeles,037,2025-04-28,0,,,,,,,,,,,,,,5,4
056337,CA,Los Angeles,037,2025-08-25,0,,,,,,,,,,,,,,86,79
056346,CA,Sutter,101,2025-10-13,0,,,,,,,,,,,,,,122,115
056394,CA,San Mateo,081,2025-12-01,0,,,,,,,,,,,,,,5,5
056411,CA,Sonoma,097,2026-01-26,0,,,,,,,,,,,,,,122,116
056431,CA,Los Angeles,037,2025-05-05,0,,,,,,,,,,,,,,5,4
056431,CA,Los Angeles,037,2025-06-23,0,,,,,,,,,,,,,,5,4
056431,CA,Los Angeles,037,2025-10-20,0,,,,,,,,,,,,,,5,4
056433,CA,Los Angeles,037,2025-04-28,0,,,,,,,,,,,,,,48,45
056433,CA,Los Angeles,037,2025-10-27,0,,,,,,,,,,,,,,48,44
056433,CA,Los Angeles,037,2026-02-02,0,,,,,,,,,,,,,,48,46
056485,CA,Riverside,065,2025-10-20,0,,,,,,,,,,,,,,336,317
056487,CA,Los Angeles,037,2025-06-09,0,,,,,,,,,,,,,,23,19
056487,CA,Los Angeles,037,2026-01-19,0,,,,,,,,,,,,,,23,21
056488,CA,Los Angeles,037,2025-05-05,0,,,,,,,,,,,,,,7,5
056488,CA,Los Angeles,037,2025-06-16,0,,,,,,,,,,,,,,7,5
056488,CA,Los Angeles,037,2025-09-08,0,,,,,,,,,,,,,,7,5
056489,CA,Los Angeles,037,2025-09-08,0,,,,,,,,,,,,,,336,317
05A024,CA,Stanislaus,099,2025-04-28,0,,,,,,,,,,,,,,48,45
05A277,CA,Santa Clara,085,2025-11-03,1,2025-08-18,77,0.202589,0.264291,2.562876,0.48993,0.191164,0.000279,0.070698,0.062307,-0.069205,1.0,116.711111,122,116
05A355,CA,Los Angeles,037,2025-10-20,1,2025-04-28,175,0.208986,0.0,2.690614,0.359205,0.133503,0.0,0.142951,0.084746,0.014302,1.0,146.902174,86,80
065001,CO,Arapahoe,005,2025-06-23,1,2025-03-24,91,0.179436,0.581146,3.19591,0.522634,0.163532,0.0,0.12284,0.082283,0.091714,0.815217,89.25,50,21
065009,CO,Denver,031,2025-10-27,1,2025-05-19,161,0.169905,0.0,3.223764,0.597369,0.185302,0.070361,0.092193,0.092369,-0.168757,0.826087,114.717391,19,9
065052,CO,Boulder,013,2025-05-12,1,2025-03-24,49,0.22533,0.432761,3.542278,0.359075,0.101368,0.341956,0.092277,0.067898,0.163937,0.380435,135.532609,6,3
065100,CO,Pueblo,101,2025-03-31,1,2025-03-24,7,0.189122,1.320181,2.978135,0.532279,0.178729,0.0,0.116934,0.089617,0.031061,0.978261,127.836957,6,3
065113,CO,El Paso,041,2025-04-21,0,,,,,,,,,,,,,,59,27
065120,CO,Adams,001,2025-10-20,1,2025-04-28,175,0.177094,0.269557,3.206326,0.919155,0.286669,0.054738,0.214424,0.134795,0.079263,0.73913,68.467391,61,28
065124,CO,Denver,031,2025-06-09,1,2025-05-19,21,0.178065,0.746933,3.210024,0.700728,0.218294,0.10089,0.103911,0.074842,-0.080912,0.869565,94.097826,50,21
065139,CO,Larimer,069,2026-01-26,0,,,,,,,,,,,,,,49,21
065166,CO,Larimer,069,2025-05-12,1,2025-03-24,49,0.175241,1.082757,3.166152,0.691175,0.218301,0.013118,0.165619,0.211199,0.04885,0.836957,70.923913,59,28
065170,CO,Morgan,087,2025-10-13,1,2025-04-21,175,0.192853,0.179572,3.216796,0.448999,0.13958,0.118111,0.151545,0.117345,0.081898,0.804348,49.423913,50,38
065174,CO,Logan,075,2025-04-07,1,2025-03-24,14,0.17506,0.731231,3.150134,0.641485,0.203637,0.022161,0.140055,0.11805,0.02708,0.858696,51.913043,59,28
065174,CO,Logan,075,2025-08-18,1,2025-03-24,147,0.17506,0.731231,3.150134,0.641485,0.203637,0.022161,0.140055,0.11805,0.02708,0.858696,51.913043,61,28
065176,CO,Arapahoe,005,2025-07-28,1,2025-05-19,70,0.171792,0.0,3.47717,0.4772,0.137238,0.071388,0.110381,0.066407,0.02815,0.445652,103.467391,19,9
065188,CO,Jefferson,059,2025-04-07,1,2025-03-24,14,0.168623,0.181988,3.406012,0.559595,0.164296,0.057044,0.095283,0.062807,-0.018466,0.619565,93.293478,48,20
065188,CO,Jefferson,059,2025-07-28,1,2025-03-24,126,0.168623,0.181988,3.406012,0.559595,0.164296,0.057044,0.095283,0.062807,-0.018466,0.619565,93.293478,50,21
065188,CO,Jefferson,059,2025-11-03,1,2025-05-12,175,0.168623,0.355302,3.406012,0.559595,0.164296,0.057044,0.095283,0.062807,-0.018466,0.619565,93.293478,50,21
065189,CO,Boulder,013,2025-10-27,1,2025-05-05,175,0.178823,0.0,3.439849,0.520472,0.151307,0.122615,0.110089,0.082414,0.033687,0.532609,75.380435,50,21
065192,CO,Larimer,069,2025-06-23,1,2025-03-24,91,0.172508,0.0,3.16982,0.54981,0.173451,0.009075,0.206653,0.119481,-0.016638,0.793478,84.01087,50,21
065193,CO,Adams,001,2025-09-01,1,2025-03-24,161,0.227279,1.121546,3.027738,0.477106,0.157578,0.297704,0.193049,0.213138,0.00947,0.76087,65.358696,61,28
065202,CO,Jefferson,059,2025-07-14,1,2025-03-24,112,0.186532,0.555936,3.141612,0.481563,0.153285,0.08249,0.019688,0.060221,-0.043692,0.956522,99.902174,50,21
065206,CO,Denver,031,2025-05-19,0,,,,,,,,,,,,,,61,28
065212,CO,Weld,123,2025-04-07,1,2025-03-24,14,0.289215,0.0,1.142188,0.19865,0.173921,0.247646,0.08498,1.446612,-0.602573,0.836957,74.576087,59,28
065221,CO,Larimer,069,2025-07-07,1,2025-03-24,105,0.188546,0.316645,2.734051,0.644511,0.235735,0.125537,0.273002,0.245228,-0.248471,0.869565,63.706522,61,29
065221,CO,Larimer,069,2026-02-09,1,2025-08-18,175,0.172336,0.446516,2.958628,0.829354,0.280317,0.059613,0.149906,0.164278,-0.160348,0.811111,63.666667,61,33
065225,CO,El Paso,041,2025-07-21,1,2025-03-24,119,0.186381,0.183912,3.021595,0.509245,0.168535,0.073408,0.155597,0.097688,-0.058428,0.98913,71.076087,61,29
065226,CO,Boulder,013,2026-03-16,1,2025-09-22,175,0.195661,0.351202,3.069948,0.627772,0.20449,0.072562,0.21888,0.136105,0.12371,0.8,78.6,61,33
065234,CO,Alamosa,003,2026-02-02,0,,,,,,,,,,,,,,50,38
065242,CO,Denver,031,2025-10-13,1,2025-04-21,175,0.18943,0.781283,3.199966,0.551828,0.172448,0.142261,0.165536,0.091697,-0.012012,0.880435,63.271739,61,28
065249,CO,Delta,029,2026-02-23,1,2025-09-01,175,0.193443,0.343927,3.144155,0.732407,0.232942,0.164473,0.227785,0.152013,0.01867,0.722222,54.977778,50,39
065251,CO,Delta,029,2025-08-04,1,2025-03-24,133,0.199451,0.837729,3.481102,1.073035,0.308246,0.287373,0.197646,0.210501,0.141815,0.413043,39.934783,49,36
065253,CO,Mesa,077,2025-05-19,0,,,,,,,,,,,,,,50,20
065253,CO,Mesa,077,2025-12-15,0,,,,,,,,,,,,,,49,21
065255,CO,Denver,031,2025-07-14,0,,,,,,,,,,,,,,50,20
065256,CO,Denver,031,2025-07-14,1,2025-03-24,112,0.201491,0.561923,3.499183,0.356423,0.101859,0.233425,0.140465,0.106705,0.088857,0.5,112.021739,19,9
065256,CO,Denver,031,2025-12-08,1,2025-06-16,175,0.18895,0.538717,3.483564,0.496183,0.142436,0.16866,0.110849,0.071475,0.065903,0.402174,113.891304,19,9
065257,CO,Larimer,069,2025-10-13,1,2025-04-21,175,0.170629,0.614382,3.201528,0.48787,0.152387,0.038221,0.039493,0.07776,-0.056525,0.880435,35.576087,50,38
065259,CO,Arapahoe,005,2025-06-16,0,,,,,,,,,,,,,,19,8
065269,CO,Pueblo,101,2026-02-23,0,,,,,,,,,,,,,,19,10
065272,CO,Jefferson,059,2025-10-20,1,2025-04-28,175,0.206085,1.146182,3.103803,0.45669,0.147139,0.16793,0.158718,0.111511,0.031768,0.847826,88.032609,50,21
065272,CO,Jefferson,059,2026-01-26,1,2025-08-04,175,0.194788,1.039611,2.905762,0.515395,0.17737,0.091663,0.157659,0.100043,-0.078817,0.978261,88.891304,49,22
065274,CO,Denver,031,2025-04-21,0,,,,,,,,,,,,,,59,27
065278,CO,Weld,123,2025-07-14,1,2025-03-24,112,0.296136,0.775478,1.082961,0.210816,0.194666,0.29727,0.083463,1.446766,-0.655658,0.923913,90.5,50,21
065282,CO,Boulder,013,2026-03-09,0,,,,,,,,,,,,,,19,10
065286,CO,Mesa,077,2025-12-08,1,2025-06-16,175,0.186174,0.30732,3.380283,0.458363,0.135599,0.167364,0.174547,0.108457,0.007577,0.543478,66.73913,61,30
065286,CO,Mesa,077,2026-02-02,1,2025-08-11,175,0.186174,0.300247,3.380283,0.458363,0.135599,0.167364,0.174547,0.108457,0.007577,0.543478,66.73913,61,30
065290,CO,Denver,031,2025-09-29,1,2025-04-07,175,0.199519,0.0,2.875207,0.769852,0.267755,0.044063,0.144123,0.121468,0.130094,0.978261,84.434783,50,21
065297,CO,Jefferson,059,2025-10-13,1,2025-04-21,175,0.175159,0.186542,3.143605,0.698454,0.222182,0.028889,0.092126,0.089467,-0.004332,0.891304,74.086957,61,28
065302,CO,Phillips,095,2026-03-02,1,2025-09-08,175,0.210065,0.0,2.340687,0.438689,0.187419,0.0,0.031689,0.084404,-0.061737,1.0,43.655556,50,39
065305,CO,El Paso,041,2026-01-05,0,,,,,,,,,,,,,,50,38
065306,CO,Montezuma,083,2025-12-08,1,2025-06-16,175,0.200561,0.155492,2.836821,0.775675,0.273431,0.163103,0.080493,0.13471,-0.080325,0.945652,56.347826,61,30
065308,CO,Jefferson,059,2025-06-09,1,2025-03-24,77,0.207793,0.0,3.021977,0.638513,0.21129,0.174296,0.176899,0.14625,0.065091,0.826087,58.782609,61,29
065318,CO,Adams,001,2025-04-28,1,2025-03-24,35,0.197883,1.171925,2.856264,0.608302,0.212971,0.097752,0.177558,0.131629,-0.043807,0.956522,79.717391,48,20
065318,CO,Adams,001,2025-10-06,1,2025-06-30,98,0.202807,1.414327,2.997146,0.55657,0.1857,0.135447,0.169799,0.116353,0.021432,0.923913,76.141304,50,21
065318,CO,Adams,001,2026-02-09,1,2025-08-18,175,0.204948,1.350277,2.955712,0.437881,0.148147,0.12338,0.157839,0.092708,0.007604,1.0,76.933333,49,26
065330,CO,Jefferson,059,2026-02-16,1,2025-08-25,175,0.193106,0.825735,3.135432,0.508598,0.16221,0.12043,0.158792,0.110603,-0.022143,0.844444,106.3,19,11
065355,CO,Pueblo,101,2025-08-11,0,,,,,,,,,,,,,,49,35
065356,CO,El Paso,041,2025-12-08,0,,,,,,,,,,,,,,49,21
065356,CO,El Paso,041,2026-02-23,0,,,,,,,,,,,,,,49,25
065358,CO,Adams,001,2025-04-28,0,,,,,,,,,,,,,,48,19
065358,CO,Adams,001,2026-03-16,0,,,,,,,,,,,,,,49,25
065361,CO,Douglas,035,2026-03-09,0,,,,,,,,,,,,,,19,10
065366,CO,Archuleta,007,2026-02-09,1,2025-08-18,175,0.17925,0.341994,2.832989,0.637434,0.225004,0.0,0.195581,0.150201,-0.061398,0.922222,46.244444,50,39
065382,CO,El Paso,041,2025-12-08,0,,,,,,,,,,,,,,50,38
065388,CO,Arapahoe,005,2026-03-23,0,,,,,,,,,,,,,,0,0
065394,CO,Fremont,043,2026-01-26,0,,,,,,,,,,,,,,61,29
065397,CO,Weld,123,2025-10-20,0,,,,,,,,,,,,,,50,37
065399,CO,Conejos,021,2025-11-03,0,,,,,,,,,,,,,,61,27
065401,CO,Douglas,035,2025-08-25,0,,,,,,,,,,,,,,61,27
065403,CO,Douglas,035,2025-11-03,0,,,,,,,,,,,,,,50,20
065405,CO,Douglas,035,2026-03-09,1,2025-09-15,175,0.175612,0.675139,3.116073,0.799089,0.256441,0.010524,0.11433,0.064428,-0.001609,0.988889,116.255556,19,11
065419,CO,Denver,031,2025-07-14,0,,,,,,,,,,,,,,50,20
065420,CO,Eagle,037,2026-03-09,0,,,,,,,,,,,,,,50,38
065427,CO,Pueblo,101,2025-10-20,0,,,,,,,,,,,,,,61,27
065429,CO,Boulder,013,2025-09-08,0,,,,,,,,,,,,,,50,36
065429,CO,Boulder,013,2026-03-09,0,,,,,,,,,,,,,,50,38
065430,CO,Adams,001,2025-08-25,0,,,,,,,,,,,,,,50,36
065431,CO,Weld,123,2025-12-22,0,,,,,,,,,,,,,,50,38
