ccn,state,county,county_fips,harm_survey_week,flagged,first_crossing_week,lead_days,score_at_crossing,prior_harm_rate_at_crossing,hprd_total_at_crossing,hprd_rn_at_crossing,rn_share_at_crossing,contract_frac_at_crossing,weekend_gap_at_crossing,hprd_cv_at_crossing,hprd_trend_at_crossing,low_days_frac_at_crossing,census_at_crossing,matched_controls,matched_controls_not_flagged
395432,PA,Bucks,017,2026-01-26,1,2025-08-04,175,0.175436,0.48765,4.25274,1.032466,0.242777,0.44487,0.152419,0.143081,0.009304,0.108696,39.673913,78,64
395459,PA,Bucks,017,2026-03-09,1,2025-09-15,175,0.200992,0.460013,3.161529,0.64209,0.203095,0.145326,0.100889,0.064046,-0.002302,0.955556,170.911111,37,9
395459,PA,Bucks,017,2026-03-16,1,2025-09-22,175,0.200992,0.455993,3.161529,0.64209,0.203095,0.145326,0.100889,0.064046,-0.002302,0.955556,170.911111,37,9
395500,PA,Westmoreland,129,2025-12-29,1,2025-07-07,175,0.185997,0.0,3.172066,0.48725,0.153606,0.061873,0.055982,0.070298,-0.012168,0.913043,125.315217,61,17
395666,PA,Allegheny,003,2026-01-19,0,,,,,,,,,,,,,,144,71
395666,PA,Allegheny,003,2026-02-23,0,,,,,,,,,,,,,,143,75
395826,PA,Allegheny,003,2025-09-22,1,2025-03-31,175,0.185506,0.580684,3.220789,0.976006,0.303033,0.064514,0.122404,0.094346,0.066303,0.804348,176.0,19,3
425075,SC,Oconee,073,2026-02-02,0,,,,,,,,,,,,,,48,24
455485,TX,Smith,423,2025-11-10,1,2025-05-19,175,0.175425,0.540311,3.221978,0.270294,0.083891,0.0,0.163276,0.112879,0.018256,0.73913,79.565217,351,102
505409,WA,Yakima,077,2026-03-23,0,,,,,,,,,,,,,,0,0
525390,WI,Rock,105,2025-06-16,0,,,,,,,,,,,,,,39,25
525561,WI,Walworth,127,2025-07-21,0,,,,,,,,,,,,,,150,124
555416,CA,Los Angeles,037,2025-09-15,0,,,,,,,,,,,,,,122,115
675002,TX,Bexar,029,2025-10-20,1,2025-04-28,175,0.229002,1.672901,2.891925,0.24934,0.086219,0.142716,0.173908,0.11655,0.14182,0.98913,85.445652,351,91
675065,TX,Leon,289,2025-06-09,0,,,,,,,,,,,,,,242,107
675212,TX,Grayson,181,2025-07-14,1,2025-05-19,56,0.177757,0.540311,3.349093,0.21861,0.065274,0.103825,0.100684,0.079535,-0.050506,0.695652,60.76087,315,88
675703,TX,Denton,121,2025-09-08,1,2025-03-24,168,0.170168,0.0,3.220471,0.447599,0.138986,0.0,0.145805,0.117599,-0.040681,0.815217,97.663043,351,91
675779,TX,Tarrant,439,2025-09-01,1,2025-03-24,161,0.16895,1.767339,3.397559,0.211952,0.062384,0.0,0.209296,0.110526,0.001801,0.467391,132.902174,29,8
676063,TX,Hidalgo,215,2026-02-23,0,,,,,,,,,,,,,,12,4
676409,TX,Mc Lennan,309,2025-08-25,1,2025-03-24,154,0.189696,1.770194,3.09955,0.366494,0.118241,0.086362,0.117634,0.09163,-0.014339,0.923913,60.608696,318,85
676409,TX,Mc Lennan,309,2025-09-22,1,2025-03-31,175,0.189696,1.750399,3.09955,0.366494,0.118241,0.086362,0.117634,0.09163,-0.014339,0.923913,60.608696,318,86
045379,AR,Jefferson,069,2025-04-14,0,,,,,,,,,,,,,,69,62
055735,CA,San Joaquin,077,2025-04-07,0,,,,,,,,,,,,,,119,113
05A137,CA,Los Angeles,037,2025-08-11,1,2025-03-24,140,0.210514,0.0,2.577803,0.18402,0.071386,0.0,0.133027,0.099757,-0.001166,1.0,42.98913,176,166
145343,IL,Cook,031,2025-07-21,1,2025-03-24,119,0.182098,0.597791,3.087695,0.768435,0.24887,0.0,0.133038,0.094642,0.053196,0.945652,144.130435,50,10
145343,IL,Cook,031,2025-08-18,1,2025-03-24,147,0.182098,0.597791,3.087695,0.768435,0.24887,0.0,0.133038,0.094642,0.053196,0.945652,144.130435,50,9
145343,IL,Cook,031,2025-12-08,1,2025-06-16,175,0.186879,0.52554,2.92711,0.717965,0.245281,0.0,0.15009,0.088323,0.000526,1.0,150.695652,50,10
145484,IL,Cook,031,2025-04-21,1,2025-03-24,28,0.184265,2.984069,3.620518,0.710328,0.196195,0.200164,0.202461,0.106896,0.027229,0.293478,161.902174,32,6
145484,IL,Cook,031,2025-06-09,1,2025-03-24,77,0.184265,2.984069,3.620518,0.710328,0.196195,0.200164,0.202461,0.106896,0.027229,0.293478,161.902174,32,6
145584,IL,Coles,029,2025-04-07,1,2025-03-24,14,0.216268,2.969512,2.329718,0.433127,0.185914,0.0,0.247648,0.162451,-0.017882,1.0,79.532609,141,52
145584,IL,Coles,029,2025-04-21,1,2025-03-24,28,0.216268,2.969512,2.329718,0.433127,0.185914,0.0,0.247648,0.162451,-0.017882,1.0,79.532609,141,52
145584,IL,Coles,029,2025-10-13,1,2025-04-21,175,0.216268,3.408243,2.329718,0.433127,0.185914,0.0,0.247648,0.162451,-0.017882,1.0,79.532609,142,41
145584,IL,Coles,029,2026-01-26,1,2025-08-04,175,0.232224,3.418115,2.171833,0.227959,0.104962,0.0,0.183149,0.138309,-0.0561,1.0,83.086957,141,42
145708,IL,Champaign,019,2025-10-20,1,2025-04-28,175,0.188848,1.685769,3.173242,0.450799,0.142063,0.102172,0.096575,0.0749,-0.013364,0.923913,85.054348,142,41
146179,IL,Cook,031,2025-06-09,0,,,,,,,,,,,,,,140,58
155278,IN,Monroe,105,2025-03-31,1,2025-03-24,7,0.172775,0.0,3.246023,0.48549,0.149564,0.003203,0.161194,0.118989,-0.001607,0.684783,117.097826,53,37
155787,IN,Tippecanoe,157,2025-06-16,0,,,,,,,,,,,,,,55,35
165514,IA,Polk,153,2025-04-21,0,,,,,,,,,,,,,,108,78
225343,MA,Norfolk,021,2026-02-09,1,2025-08-18,175,0.186479,1.443676,3.168611,0.562166,0.177417,0.078245,0.162455,0.102391,0.001359,0.8,114.477778,94,71
225444,MA,Norfolk,021,2026-01-26,1,2025-08-04,175,0.194457,0.0,3.224353,0.474889,0.147282,0.005513,0.10487,0.070637,0.313067,0.858696,58.76087,54,30
235041,MI,Mackinac,097,2025-10-13,0,,,,,,,,,,,,,,68,59
235266,MI,Wayne,163,2025-09-08,0,,,,,,,,,,,,,,114,88
235296,MI,Oakland,125,2025-08-11,0,,,,,,,,,,,,,,31,24
235461,MI,Oakland,125,2025-05-19,1,2025-03-24,56,0.171283,1.790441,3.349958,0.685923,0.204756,0.0,0.171275,0.123967,0.144331,0.597826,70.380435,99,79
235461,MI,Oakland,125,2025-08-18,1,2025-03-24,147,0.171283,1.790441,3.349958,0.685923,0.204756,0.0,0.171275,0.123967,0.144331,0.597826,70.380435,100,79
235463,MI,Wayne,163,2025-12-08,1,2025-06-16,175,0.192446,1.569842,2.982418,0.351141,0.117737,0.0,0.18682,0.136415,0.060571,0.913043,103.793478,61,50
235513,MI,Gratiot,057,2025-10-06,0,,,,,,,,,,,,,,68,59
235635,MI,Bay,017,2025-06-09,0,,,,,,,,,,,,,,99,78
235635,MI,Bay,017,2025-07-21,0,,,,,,,,,,,,,,99,78
235635,MI,Bay,017,2025-12-15,0,,,,,,,,,,,,,,100,83
235705,MI,Luce,095,2025-06-02,0,,,,,,,,,,,,,,67,59
235705,MI,Luce,095,2025-12-29,0,,,,,,,,,,,,,,67,59
245184,MN,Olmsted,109,2025-07-28,0,,,,,,,,,,,,,,93,76
245432,MN,Isanti,059,2025-06-23,0,,,,,,,,,,,,,,12,11
245432,MN,Isanti,059,2025-08-04,0,,,,,,,,,,,,,,12,11
245514,MN,Scott,139,2025-05-19,1,2025-03-24,56,0.199776,0.0,3.789814,1.068903,0.282046,0.45957,0.108589,0.087881,-0.024568,0.206522,60.836957,92,76
275043,MT,Missoula,063,2025-08-25,0,,,,,,,,,,,,,,0,0
325066,NM,San Juan,045,2025-04-21,1,2025-03-24,28,0.200425,0.59584,2.972907,0.552306,0.18578,0.116894,0.180214,0.108982,0.009957,0.956522,77.815217,19,3
345201,NC,Mecklenburg,119,2026-03-02,1,2025-09-08,175,0.210657,0.936538,3.226486,0.73748,0.228571,0.302421,0.146404,0.111551,-0.019179,0.766667,78.788889,160,85
345520,NC,Davidson,057,2025-07-14,1,2025-03-24,112,0.185438,0.0,3.430438,0.403561,0.117641,0.170734,0.226192,0.131752,-0.009559,0.467391,97.923913,160,79
365826,OH,Summit,153,2025-06-09,1,2025-03-24,77,0.191949,0.0,3.41717,0.476679,0.139495,0.174459,0.157946,0.167829,0.101293,0.586957,58.152174,319,191
365826,OH,Summit,153,2025-08-18,1,2025-03-24,147,0.191949,0.0,3.41717,0.476679,0.139495,0.174459,0.157946,0.167829,0.101293,0.586957,58.152174,319,180
395423,PA,Allegheny,003,2025-03-31,0,,,,,,,,,,,,,,39,8
395596,PA,Allegheny,003,2025-04-28,1,2025-03-24,35,0.194132,0.596814,3.463309,0.682546,0.197079,0.188995,0.138083,0.108063,0.076592,0.467391,143.206522,59,15
395596,PA,Allegheny,003,2026-01-12,1,2025-07-21,175,0.200126,0.999316,2.994364,0.660808,0.220684,0.1396,0.110007,0.090558,-0.096396,0.967391,166.434783,61,17
395775,PA,Mc Kean,083,2025-10-20,1,2025-04-28,175,0.226436,0.0,3.08429,0.517315,0.167726,0.33907,0.126528,0.082367,-0.088532,0.934783,110.23913,117,51
396003,PA,Allegheny,003,2025-05-12,1,2025-03-24,49,0.174794,0.596814,3.073915,0.838148,0.272665,0.0,0.135329,0.117997,-0.012913,0.858696,125.347826,59,15
435105,SD,Marshall,091,2025-12-01,1,2025-06-09,175,0.185776,1.057164,2.975195,0.635549,0.213616,0.01681,0.22149,0.143681,0.08724,0.891304,40.315217,47,27
435130,SD,Minnehaha,099,2025-05-26,0,,,,,,,,,,,,,,25,16
435130,SD,Minnehaha,099,2025-10-20,0,,,,,,,,,,,,,,25,15
455515,TX,Coryell,099,2025-07-28,1,2025-03-24,126,0.194366,0.59487,3.039556,0.15448,0.050823,0.035033,0.119134,0.104011,0.037533,0.902174,70.271739,315,88
455606,TX,Tarrant,439,2025-07-14,0,,,,,,,,,,,,,,29,7
455627,TX,Denton,121,2025-11-17,1,2025-05-26,175,0.171395,0.0,2.817504,0.485384,0.172274,0.012902,0.048603,0.72147,-0.273021,0.347826,59.054348,316,95
455676,TX,Medina,325,2025-04-21,1,2025-03-24,28,0.174254,0.596814,3.333652,0.203252,0.06097,0.040776,0.238292,0.153772,0.031351,0.576087,53.847826,310,100
505246,WA,Whitman,075,2025-12-22,0,,,,,,,,,,,,,,32,29
505436,WA,Pierce,053,2025-08-25,0,,,,,,,,,,,,,,54,50
525442,WI,Monroe,081,2025-12-22,1,2025-08-18,126,0.171794,0.0,3.246592,0.647339,0.19939,0.040852,0.090258,0.107307,0.00407,0.788889,54.322222,150,123
525598,WI,Sheboygan,117,2026-01-19,0,,,,,,,,,,,,,,82,57
675139,TX,Limestone,293,2025-08-25,1,2025-03-24,154,0.18063,1.19168,3.244284,0.304402,0.093827,0.089952,0.201821,0.1447,-0.016489,0.695652,41.608696,245,103
675153,TX,Tarrant,439,2025-11-17,1,2025-05-26,175,0.169216,0.540311,3.36376,0.470254,0.1398,0.000137,0.120764,0.073303,0.031512,0.586957,117.717391,155,33
675407,TX,Crosby,107,2025-07-14,1,2025-03-24,112,0.237835,1.187805,2.391977,0.310653,0.129873,0.0,0.167513,0.120812,0.243321,1.0,35.130435,242,108
675407,TX,Crosby,107,2026-01-12,1,2025-07-21,175,0.212749,1.492847,2.431423,0.290276,0.119385,0.0,0.170194,0.13446,-0.021448,1.0,35.826087,241,107
675525,TX,Bosque,035,2025-07-07,1,2025-03-24,105,0.193328,0.596814,3.015018,0.142924,0.047404,0.035352,0.196006,0.118489,-0.004863,0.913043,83.706522,351,101
675525,TX,Bosque,035,2025-12-15,1,2025-06-23,175,0.17422,0.519559,3.433063,0.15372,0.044776,0.0,0.244002,0.141677,0.146546,0.434783,84.413043,351,102
675672,TX,Nueces,355,2025-11-10,1,2025-05-19,175,0.211448,0.545964,2.462413,0.333108,0.135277,0.0,0.190846,0.146325,-0.047396,0.98913,84.586957,351,102
675918,TX,Travis,453,2025-09-08,0,,,,,,,,,,,,,,351,90
675939,TX,Denton,121,2025-04-21,1,2025-03-24,28,0.173719,1.199507,3.15238,0.347302,0.110171,0.0,0.153436,0.096643,-0.029081,0.836957,68.456522,310,100
675939,TX,Denton,121,2025-07-28,1,2025-03-24,126,0.173719,1.199507,3.15238,0.347302,0.110171,0.0,0.153436,0.096643,-0.029081,0.836957,68.456522,315,88
676422,TX,Dallas,113,2025-06-23,1,2025-03-24,91,0.169349,0.59487,3.366311,0.311297,0.092474,0.008785,0.17876,0.104767,0.017985,0.554348,97.326087,351,101
676422,TX,Dallas,113,2025-07-28,1,2025-03-24,126,0.169349,0.59487,3.366311,0.311297,0.092474,0.008785,0.17876,0.104767,0.017985,0.554348,97.326087,351,101
676422,TX,Dallas,113,2025-08-25,1,2025-03-24,154,0.169349,0.59487,3.366311,0.311297,0.092474,0.008785,0.17876,0.104767,0.017985,0.554348,97.326087,351,91
055070,CA,Los Angeles,037,2025-08-25,0,,,,,,,,,,,,,,250,239
056216,CA,San Joaquin,077,2025-08-25,0,,,,,,,,,,,,,,122,115
125009,HI,Honolulu,003,2025-04-21,0,,,,,,,,,,,,,,12,12
135130,ID,Ada,001,2025-12-15,0,,,,,,,,,,,,,,30,23
145457,IL,Adams,001,2025-04-21,1,2025-03-24,28,0.172209,1.20148,3.642592,0.683038,0.187514,0.080196,0.131068,0.11271,0.19183,0.347826,75.108696,141,52
145457,IL,Adams,001,2025-07-07,1,2025-03-24,105,0.172209,1.20148,3.642592,0.683038,0.187514,0.080196,0.131068,0.11271,0.19183,0.347826,75.108696,142,45
145927,IL,Cook,031,2025-09-08,1,2025-03-24,168,0.172608,3.622314,3.191713,0.472864,0.148154,0.020192,0.236223,0.134912,-0.054101,0.695652,103.108696,80,22
145927,IL,Cook,031,2025-12-15,1,2025-06-23,175,0.170089,3.148707,3.296574,0.438684,0.133073,0.01851,0.210026,0.124958,-0.022534,0.630435,104.021739,80,22
145927,IL,Cook,031,2026-02-02,1,2025-08-11,175,0.170089,2.941611,3.296574,0.438684,0.133073,0.01851,0.210026,0.124958,-0.022534,0.630435,104.021739,80,22
145927,IL,Cook,031,2026-02-16,0,,,,,,,,,,,,,,80,22
146006,IL,Union,181,2025-06-09,1,2025-03-24,77,0.19508,1.207438,2.919141,0.419437,0.143685,0.015381,0.124381,0.123711,0.084017,0.956522,56.163043,140,59
146006,IL,Union,181,2025-08-25,1,2025-03-24,154,0.19508,1.207438,2.919141,0.419437,0.143685,0.015381,0.124381,0.123711,0.084017,0.956522,56.163043,142,55
146006,IL,Union,181,2026-03-02,1,2025-09-08,175,0.197801,1.890039,2.753001,0.404173,0.146812,0.016982,0.113219,0.131251,-0.008794,0.988889,62.088889,138,63
146062,IL,Cook,031,2025-06-09,1,2025-03-24,77,0.195907,4.821782,2.648224,0.566249,0.213822,0.0,0.216091,0.147871,-0.059697,1.0,118.706522,79,26
146062,IL,Cook,031,2025-07-28,1,2025-03-24,126,0.195907,4.821782,2.648224,0.566249,0.213822,0.0,0.216091,0.147871,-0.059697,1.0,118.706522,79,26
155064,IN,Howard,067,2026-02-02,1,2025-08-11,175,0.174155,0.490268,3.084429,0.20186,0.065445,0.01766,0.195031,0.134387,-0.120931,0.804348,54.75,174,130
155668,IN,Floyd,043,2025-08-25,0,,,,,,,,,,,,,,55,33
155668,IN,Floyd,043,2026-03-16,0,,,,,,,,,,,,,,55,33
155843,IN,Wayne,177,2025-06-02,0,,,,,,,,,,,,,,114,84
155843,IN,Wayne,177,2026-02-09,0,,,,,,,,,,,,,,115,91
165186,IA,Warren,181,2025-04-21,1,2025-03-24,28,0.169961,1.205446,3.168317,0.461359,0.145617,0.000712,0.155888,0.107974,-0.064503,0.815217,86.76087,27,20
165197,IA,Black Hawk,013,2026-01-05,1,2025-07-14,175,0.176246,0.508705,2.927601,0.719006,0.245596,0.0,0.170227,0.202292,-0.012795,0.869565,36.293478,191,130
165358,IA,Carroll,027,2025-04-07,0,,,,,,,,,,,,,,185,127
165358,IA,Carroll,027,2026-01-12,0,,,,,,,,,,,,,,191,129
165451,IA,Marshall,127,2025-10-06,1,2025-04-14,175,0.19121,1.161367,2.829017,0.221222,0.078197,0.0,0.168995,0.128871,-0.054302,0.945652,58.184783,110,71
175323,KS,Jefferson,087,2025-09-15,1,2025-03-24,175,0.173649,0.602723,3.747043,0.446748,0.119227,0.119373,0.218688,0.200794,0.236973,0.402174,27.641304,159,124
175323,KS,Jefferson,087,2025-11-17,1,2025-05-26,175,0.181576,0.545964,2.910545,0.257851,0.088592,0.0,0.0687,0.164636,-0.090238,0.891304,32.326087,159,126
175323,KS,Jefferson,087,2026-01-12,1,2025-07-21,175,0.181576,0.503793,2.910545,0.257851,0.088592,0.0,0.0687,0.164636,-0.090238,0.891304,32.326087,159,126
195423,LA,West Carroll,123,2025-07-28,0,,,,,,,,,,,,,,54,32
195561,LA,E. Baton Rouge,033,2025-11-10,1,2025-05-19,175,0.179006,0.550075,3.369023,0.171599,0.050934,0.0,-0.047192,0.045223,0.081562,0.771739,129.880435,15,9
225318,MA,Essex,009,2025-05-26,1,2025-03-24,63,0.184908,0.603719,3.189978,0.603149,0.189076,0.082081,0.095153,0.099384,0.024836,0.858696,80.586957,68,43
235293,MI,Oakland,125,2025-06-23,0,,,,,,,,,,,,,,99,78
235293,MI,Oakland,125,2025-11-10,0,,,,,,,,,,,,,,100,83
235293,MI,Oakland,125,2026-01-26,0,,,,,,,,,,,,,,100,83
235377,MI,Kent,081,2025-09-22,0,,,,,,,,,,,,,,31,24
235377,MI,Kent,081,2025-12-08,0,,,,,,,,,,,,,,31,25
235381,MI,Chippewa,033,2026-01-12,0,,,,,,,,,,,,,,0,0
235483,MI,Kalamazoo,077,2025-09-08,0,,,,,,,,,,,,,,114,88
245364,MN,Wright,171,2025-06-16,0,,,,,,,,,,,,,,134,104
245424,MN,Ramsey,123,2025-06-02,0,,,,,,,,,,,,,,12,11
245471,MN,Lake,075,2025-09-08,1,2025-03-24,168,0.216569,0.0,3.298554,0.780081,0.236492,0.340458,0.088033,0.097774,0.070433,0.73913,36.380435,137,107
245581,MN,Wadena,159,2025-06-16,0,,,,,,,,,,,,,,134,104
265149,MO,Pettis,159,2025-07-28,1,2025-03-24,126,0.314668,0.603719,1.556153,0.109336,0.070261,0.039481,0.38073,0.212275,0.037358,1.0,232.902174,0,0
265149,MO,Pettis,159,2025-12-08,1,2025-06-16,175,0.305211,0.530116,1.321843,0.103188,0.078064,0.0,0.396271,0.224462,-0.135305,1.0,233.902174,0,0
285150,NE,Dawes,045,2025-12-08,0,,,,,,,,,,,,,,81,53
335184,NY,Onondaga,067,2025-04-14,1,2025-03-24,21,0.174918,1.811157,3.933539,0.420631,0.106935,0.075542,0.192288,0.10499,0.000716,0.23913,468.206522,2,1
335184,NY,Onondaga,067,2026-01-12,1,2025-07-21,175,0.192977,2.017956,3.468255,0.386059,0.111312,0.06862,0.168784,0.103221,-0.12091,0.423913,492.554348,2,1
335184,NY,Onondaga,067,2026-02-02,1,2025-08-11,175,0.192977,1.961074,3.468255,0.386059,0.111312,0.06862,0.168784,0.103221,-0.12091,0.423913,492.554348,2,1
335184,NY,Onondaga,067,2026-03-02,1,2025-09-08,175,0.188905,1.890039,3.661737,0.402295,0.109864,0.072327,0.212474,0.114405,-0.038848,0.3,498.722222,2,1
335184,NY,Onondaga,067,2026-03-09,1,2025-09-15,175,0.188905,1.873077,3.661737,0.402295,0.109864,0.072327,0.212474,0.114405,-0.038848,0.3,498.722222,2,1
345102,NC,Haywood,087,2025-05-26,1,2025-03-24,63,0.188145,0.60173,3.616626,0.668524,0.184848,0.225803,0.168017,0.119706,0.088269,0.347826,93.619565,160,79
345130,NC,Cabarrus,025,2026-02-23,1,2025-09-01,175,0.179513,0.953655,2.979822,0.4151,0.139304,0.068331,0.167609,0.125168,-0.217303,0.888889,98.8,72,33
365880,OH,Coshocton,031,2025-12-29,1,2025-07-07,175,0.17679,0.513713,2.868779,0.75168,0.262021,0.0,0.163157,0.15717,-0.054413,0.978261,56.597826,317,199
366395,OH,Cuyahoga,035,2025-06-30,0,,,,,,,,,,,,,,319,190
375276,OK,Mayes,097,2026-03-16,0,,,,,,,,,,,,,,9,8
375400,OK,Oklahoma,109,2025-05-05,0,,,,,,,,,,,,,,91,67
375400,OK,Oklahoma,109,2025-09-08,0,,,,,,,,,,,,,,97,67
395134,PA,Philadelphia,101,2025-03-31,0,,,,,,,,,,,,,,19,2
395134,PA,Philadelphia,101,2025-07-28,0,,,,,,,,,,,,,,19,2
395251,PA,Allegheny,003,2026-01-05,1,2025-07-14,175,0.173673,0.0,3.323333,0.700018,0.210637,0.018065,0.083219,0.095913,0.053672,0.684783,130.141304,61,17
395290,PA,York,133,2025-12-22,1,2025-06-30,175,0.291757,1.552054,3.435223,0.410902,0.119614,0.616107,0.096717,0.058544,0.005297,0.467391,362.51087,1,0
395430,PA,Clearfield,033,2025-12-29,1,2025-07-07,175,0.190487,1.027426,3.510283,0.53273,0.151763,0.25348,0.122322,0.076066,-0.055818,0.380435,117.880435,116,53
395491,PA,Monroe,089,2025-07-21,0,,,,,,,,,,,,,,149,66
395606,PA,Allegheny,003,2025-04-07,1,2025-03-24,14,0.180832,0.603719,4.815908,1.1402,0.236757,0.627414,0.13938,0.08015,0.024497,0.0,115.402174,112,51
395606,PA,Allegheny,003,2025-07-07,1,2025-03-24,105,0.180832,0.603719,4.815908,1.1402,0.236757,0.627414,0.13938,0.08015,0.024497,0.0,115.402174,115,51
395637,PA,Philadelphia,101,2026-03-09,0,,,,,,,,,,,,,,14,14
435073,SD,Brown,013,2026-03-09,0,,,,,,,,,,,,,,6,6
475020,VT,Washington,023,2025-05-05,1,2025-03-24,42,0.235846,1.20346,3.774822,0.750999,0.198949,0.634986,0.176925,0.133903,0.02592,0.315217,50.48913,6,4
505140,WA,Whatcom,073,2026-02-09,0,,,,,,,,,,,,,,32,29
525376,WI,Iowa,049,2026-01-26,0,,,,,,,,,,,,,,150,122
525588,WI,Milwaukee,079,2026-01-12,0,,,,,,,,,,,,,,39,25
525692,WI,Dane,025,2025-10-20,0,,,,,,,,,,,,,,0,0
525730,WI,Milwaukee,079,2025-09-29,1,2025-05-19,133,0.179469,2.206949,3.737865,0.538071,0.143951,0.208511,0.11462,0.082985,0.055525,0.217391,111.23913,10,9
675066,TX,Fannin,147,2025-09-29,1,2025-04-07,175,0.170449,1.180129,3.333889,0.341379,0.102397,0.0,0.121858,0.094466,0.08034,0.684783,44.217391,245,103
675293,TX,Cass,067,2025-04-07,1,2025-03-24,14,0.182159,1.211443,2.876802,0.692015,0.24055,0.006604,0.155413,0.217678,0.009159,0.945652,38.576087,240,116
055167,CA,Los Angeles,037,2025-05-05,0,,,,,,,,,,,,,,330,316
055737,CA,Los Angeles,037,2025-04-21,0,,,,,,,,,,,,,,83,77
056056,CA,Los Angeles,037,2025-10-06,0,,,,,,,,,,,,,,86,79
056190,CA,Los Angeles,037,2025-12-08,0,,,,,,,,,,,,,,122,116
056190,CA,Los Angeles,037,2025-12-29,0,,,,,,,,,,,,,,122,116
145655,IL,Madison,119,2025-05-12,1,2025-03-24,49,0.197458,3.038686,3.625671,0.537614,0.14828,0.303947,0.213336,0.133838,0.058966,0.369565,83.630435,141,52
145655,IL,Madison,119,2025-09-29,1,2025-04-07,175,0.197458,2.969512,3.625671,0.537614,0.14828,0.303947,0.213336,0.133838,0.058966,0.369565,83.630435,142,41
145655,IL,Madison,119,2025-11-17,1,2025-05-26,175,0.196209,3.300452,3.74815,0.519708,0.138657,0.324703,0.231891,0.13555,0.083763,0.293478,89.782609,142,43
145655,IL,Madison,119,2026-01-19,1,2025-07-28,175,0.196209,3.014443,3.74815,0.519708,0.138657,0.324703,0.231891,0.13555,0.083763,0.293478,89.782609,141,42
145655,IL,Madison,119,2026-02-09,1,2025-08-18,175,0.193265,2.929813,3.901222,0.545801,0.139905,0.362213,0.231326,0.129926,0.087349,0.255556,88.255556,140,45
145989,IL,La Salle,099,2025-06-02,1,2025-03-24,70,0.181207,0.60875,2.931485,0.611212,0.208499,0.009157,0.18038,0.128401,-0.015302,0.934783,58.206522,140,59
155223,IN,Fountain,045,2025-07-21,1,2025-03-24,119,0.193707,0.610786,3.192595,0.317656,0.099498,0.095013,0.05719,0.102835,0.048735,0.847826,80.369565,112,72
155223,IN,Fountain,045,2025-10-20,1,2025-04-28,175,0.193707,0.577014,3.192595,0.317656,0.099498,0.095013,0.05719,0.102835,0.048735,0.847826,80.369565,113,71
165017,IA,Linn,113,2025-12-22,1,2025-06-30,175,0.180407,0.523281,3.454929,0.554665,0.160543,0.161904,0.118872,0.076774,0.000398,0.5,72.228261,28,18
165217,IA,Cass,029,2025-06-16,0,,,,,,,,,,,,,,0,0
165254,IA,Grundy,075,2026-02-02,1,2025-08-11,175,0.203267,0.0,3.18621,0.659183,0.206886,0.251751,0.125828,0.102547,-0.016216,0.826087,42.326087,191,130
165500,IA,Wright,197,2026-03-16,0,,,,,,,,,,,,,,191,140
165503,IA,Delaware,055,2025-10-06,0,,,,,,,,,,,,,,28,16
195386,LA,St. Mary,101,2025-08-04,1,2025-03-24,133,0.174378,0.60875,3.208213,0.21227,0.066164,0.011664,0.212703,0.139482,-0.039554,0.684783,84.0,79,55
195589,LA,Orleans,071,2025-05-12,0,,,,,,,,,,,,,,15,12
195613,LA,Rapides,079,2025-09-29,1,2025-04-07,175,0.176365,2.979201,3.265604,0.236075,0.072291,0.039355,0.239495,0.133676,-0.034942,0.576087,104.434783,65,39
235395,MI,St. Joseph,149,2025-10-06,1,2025-04-14,175,0.192952,0.588164,3.48489,0.718835,0.206272,0.184262,0.050268,0.194644,0.142865,0.478261,84.554348,114,89
235395,MI,St. Joseph,149,2025-10-20,1,2025-04-28,175,0.192952,0.575197,3.48489,0.718835,0.206272,0.184262,0.050268,0.194644,0.142865,0.478261,84.554348,114,89
245401,MN,Le Sueur,079,2025-08-04,0,,,,,,,,,,,,,,17,15
245426,MN,Steele,147,2025-07-07,0,,,,,,,,,,,,,,41,28
24E116,MN,Hennepin,053,2025-11-24,1,2025-06-02,175,0.243406,0.0,1.834928,0.595074,0.324304,0.0,0.346307,0.219937,0.008161,1.0,206.76087,2,2
275134,MT,Powell,077,2025-12-01,1,2025-06-09,175,0.232728,1.079025,3.05652,0.537847,0.175967,0.352935,0.088901,0.114277,0.010916,0.847826,43.51087,20,13
275135,MT,Ravalli,081,2025-08-25,1,2025-05-19,98,0.17578,0.556784,3.563156,0.931425,0.261404,0.14434,-0.008244,0.114159,0.129441,0.413043,33.032609,20,8
315525,NJ,Hudson,017,2025-08-18,0,,,,,,,,,,,,,,0,0
345092,NC,Forsyth,067,2025-08-25,1,2025-03-24,154,0.215915,1.841597,3.311016,0.227175,0.068612,0.258239,0.187238,0.129595,-0.055674,0.576087,215.706522,0,0
345377,NC,Pitt,147,2025-09-08,0,,,,,,,,,,,,,,86,45
395166,PA,Chester,029,2025-11-03,1,2025-05-12,175,0.215854,0.0,3.388626,0.436142,0.128707,0.284893,0.161782,0.102261,0.073281,0.554348,133.021739,61,15
395166,PA,Chester,029,2025-12-22,1,2025-06-30,175,0.205048,0.0,3.459548,0.46163,0.133436,0.240298,0.143955,0.097162,0.088281,0.478261,130.521739,61,17
395286,PA,Schuylkill,107,2025-10-13,1,2025-04-21,175,0.188395,0.582536,3.506014,0.572553,0.163306,0.192805,0.089376,0.064753,0.061256,0.413043,91.5,149,66
