make,model,model_year,component_group,recall_report_week,campaign_numbers,flagged,first_crossing_week,lead_days,score_at_crossing,n_trailing_at_crossing,rate_ratio_at_crossing,accel_at_crossing,severity_frac_at_crossing,hazard_lang_at_crossing,matched_controls,matched_controls_not_flagged
TESLA,MODEL S,2020,ELECTRICAL SYSTEM,2022-02-03,22V063000,1,2021-08-12,175,0.020512,1.0,2.166667,0.0,0.0,0.0,128,0
TESLA,MODEL S,2020,ELECTRICAL SYSTEM,2022-04-07,22V235000,1,2022-03-24,14,0.01498,1.0,2.166667,1.0,0.0,1.0,134,0
TESLA,MODEL S,2020,ELECTRICAL SYSTEM,2023-12-07,23V838000,0,,,,,,,,,145,0
TESLA,MODEL S,2020,ELECTRICAL SYSTEM,2024-01-25,24V051000,0,,,,,,,,,143,0
TESLA,MODEL S,2020,ELECTRICAL SYSTEM,2024-02-22,24V153000,0,,,,,,,,,141,0
TESLA,MODEL S,2020,SEAT BELTS,2024-05-23,24V376000,0,,,,,,,,,131,0
FREIGHTLINER,CASCADIA,2018,ELECTRONIC STABILITY CONTROL (ESC),2023-02-09,23V073000,0,,,,,,,,,12,0
TESLA,MODEL S,2013,SEAT BELTS,2024-05-23,24V376000,0,,,,,,,,,18,0
BMW,X4,2015,ENGINE,2024-08-08,24V608000,0,,,,,,,,,114,0
RAM,5500,2019,SERVICE BRAKES,2022-10-06,22V759000,0,,,,,,,,,143,0
VOLKSWAGEN,ATLAS,2021,AIR BAGS,2021-11-11,21V892000,0,,,,,,,,,79,0
VOLKSWAGEN,ATLAS,2021,AIR BAGS,2022-03-24,22V152000,1,2021-11-25,119,0.009409,1.0,4.333333,1.0,0.0,1.0,145,0
VOLKSWAGEN,ATLAS,2021,AIR BAGS,2023-03-23,23V215000,1,2022-09-29,175,0.032679,3.0,0.448276,1.0,0.0,0.0,156,0
VOLKSWAGEN,ATLAS,2021,AIR BAGS,2024-06-20,24V464000,1,2023-12-28,175,0.028945,1.0,0.541667,0.0,0.0,0.0,164,0
GMC,YUKON XL,2021,ENGINE,2025-04-24,25V274000,1,2024-11-21,154,0.01748,1.0,1.444444,1.0,0.0,1.0,186,0
BUICK,REGAL,2012,SUSPENSION,2021-12-16,21V00F000,1,2021-06-24,175,0.017573,4.0,3.466667,0.0,0.0,0.0,62,0
CHEVROLET,TAHOE,2021,SERVICE BRAKES,2021-07-29,21V579000,0,,,,,,,,,180,0
FORD,F53,2020,SUSPENSION,2022-09-29,22V731000,1,2022-04-28,154,0.026367,1.0,1.083333,1.0,0.0,0.0,481,0
MERCEDES-BENZ,AMG GLC63,2020,ELECTRICAL SYSTEM,2022-05-19,22V365000,0,,,,,,,,,180,0
MERCEDES-BENZ,METRIS,2020,ELECTRICAL SYSTEM,2022-05-19,22V360000,0,,,,,,,,,180,0
MERCEDES-BENZ,CLS 450,2020,ELECTRICAL SYSTEM,2022-05-19,22V365000,0,,,,,,,,,180,0
MERCEDES-BENZ,CLS 450,2020,ELECTRICAL SYSTEM,2022-09-29,22V733000,1,2022-08-18,42,0.013191,1.0,4.333333,1.0,0.0,0.0,209,0
HONDA,ACCORD,2020,FUEL/PROPULSION SYSTEM,2023-12-14,23V858000,1,2023-06-22,175,0.018481,1.0,1.083333,0.0,0.0,1.0,338,0
VOLKSWAGEN,ATLAS,2021,ELECTRICAL SYSTEM,2021-08-05,21V616000,0,,,,,,,,,55,0
NISSAN,ALTIMA,2020,BACK OVER PREVENTION,2023-09-07,23V628000,0,,,,,,,,,253,0
TESLA,MODEL S,2021,FORWARD COLLISION AVOIDANCE,2021-10-28,21V846000,0,,,,,,,,,92,0
TESLA,MODEL S,2021,FORWARD COLLISION AVOIDANCE,2022-02-03,22V063000,1,2021-12-09,56,0.015758,2.0,4.333333,2.0,1.0,1.0,123,0
TESLA,MODEL S,2021,FORWARD COLLISION AVOIDANCE,2022-04-07,22V235000,1,2021-12-09,119,0.015758,2.0,4.333333,2.0,1.0,1.0,148,0
TESLA,MODEL S,2021,FORWARD COLLISION AVOIDANCE,2024-02-22,24V153000,1,2023-08-31,175,0.029747,7.0,1.011111,-1.0,0.0,0.285714,177,0
AUDI,Q8,2019,FUEL/PROPULSION SYSTEM,2022-07-14,22V516000,0,,,,,,,,,98,0
TESLA,MODEL 3,2020,FORWARD COLLISION AVOIDANCE,2021-10-28,21V846000,0,,,,,,,,,122,0
TESLA,MODEL 3,2020,FORWARD COLLISION AVOIDANCE,2022-02-03,22V063000,1,2021-11-11,84,0.025981,2.0,1.444444,2.0,0.0,0.0,128,0
TESLA,MODEL 3,2020,FORWARD COLLISION AVOIDANCE,2022-04-07,22V235000,1,2021-11-11,147,0.025981,2.0,1.444444,2.0,0.0,0.0,134,0
TESLA,MODEL 3,2020,FORWARD COLLISION AVOIDANCE,2024-02-22,24V153000,1,2023-08-31,175,0.044692,17.0,0.866667,-2.0,0.0,0.294118,140,0
TESLA,MODEL 3,2020,BACK OVER PREVENTION,2021-12-16,21V00D000,1,2021-06-24,175,0.032071,1.0,2.166667,0.0,1.0,0.0,123,0
TESLA,MODEL 3,2020,BACK OVER PREVENTION,2022-03-17,22V169000,1,2022-01-06,70,0.020954,1.0,2.166667,1.0,0.0,0.0,133,0
HONDA,PILOT,2020,AIR BAGS,2024-02-01,24V064000,0,,,,,,,,,338,0
FORD,F-150,2020,BACK OVER PREVENTION,2025-06-26,25V442000,1,2025-01-02,175,0.027025,1.0,0.866667,0.0,0.0,0.0,533,0
FORD,ESCAPE,2020,FUEL/PROPULSION SYSTEM,2022-11-17,22V859000,1,2022-07-14,126,0.013191,1.0,4.333333,1.0,0.0,0.0,478,0
FORD,ESCAPE,2020,FUEL/PROPULSION SYSTEM,2025-03-13,25V165000,1,2024-09-19,175,0.030137,2.0,0.541667,0.0,0.0,0.0,546,0
FORD,ESCAPE,2020,FUEL/PROPULSION SYSTEM,2025-07-10,25V467000,1,2025-01-16,175,0.021971,4.0,1.238095,0.0,0.0,0.75,556,0
FCCC,XCR,2016,EXTERIOR LIGHTING,2021-12-23,21V00H000,0,,,,,,,,,3,0
KIA,K5,2021,AIR BAGS,2023-03-02,23V149000,1,2022-09-08,175,0.014492,1.0,4.333333,0.0,1.0,1.0,229,0
MERCEDES-BENZ,E 350,2020,ELECTRICAL SYSTEM,2022-05-19,22V365000,0,,,,,,,,,180,0
JEEP,GLADIATOR,2021,POWER TRAIN,2023-02-23,23V116000,1,2022-09-01,175,0.030397,1.0,0.309524,0.0,0.0,0.0,204,0
JEEP,GLADIATOR,2021,POWER TRAIN,2024-08-01,24V572000,1,2024-02-08,175,0.030529,1.0,0.288889,0.0,0.0,0.0,239,0
MERCEDES-BENZ,GLB 250,2020,FUEL/PROPULSION SYSTEM,2021-12-09,21V961000,0,,,,,,,,,175,0
COACHMEN,MIRADA,2020,STRUCTURE,2021-07-08,21V523000,1,2021-01-14,175,0.012911,1.0,4.333333,0.0,0.0,0.0,6,0
TESLA,MODEL 3,2018,FORWARD COLLISION AVOIDANCE,2021-10-28,21V846000,1,2021-05-06,175,0.018811,4.0,2.888889,0.0,0.25,0.5,98,0
TESLA,MODEL 3,2018,FORWARD COLLISION AVOIDANCE,2022-02-03,22V063000,1,2021-08-12,175,0.028578,3.0,1.444444,1.0,0.666667,0.666667,96,0
TESLA,MODEL 3,2018,FORWARD COLLISION AVOIDANCE,2022-04-07,22V235000,1,2021-10-14,175,0.024536,3.0,1.181818,0.0,0.0,0.333333,103,0
TESLA,MODEL 3,2018,FORWARD COLLISION AVOIDANCE,2024-02-22,24V153000,1,2023-08-31,175,0.040918,13.0,0.828431,0.0,0.230769,0.538462,108,0
ISUZU,FTR,2020,STEERING,2021-11-04,21V861000,0,,,,,,,,,0,0
RAM,2500,2020,POWER TRAIN,2022-11-10,22V835000,1,2022-05-19,175,0.014662,1.0,2.166667,0.0,0.0,1.0,132,0
RAM,1500,2021,BACK OVER PREVENTION,2021-11-18,21V918000,1,2021-06-24,147,0.01498,1.0,2.166667,1.0,0.0,1.0,75,0
RAM,1500,2021,BACK OVER PREVENTION,2022-08-25,22V638000,1,2022-03-03,175,0.027574,2.0,0.962963,0.0,0.0,0.0,110,0
RAM,1500,2021,BACK OVER PREVENTION,2023-02-09,23V059000,0,,,,,,,,,127,0
VOLVO,S80,2004,AIR BAGS,2021-09-30,21V766000,0,,,,,,,,,15,0
KIA,SOUL,2021,ENGINE,2025-02-13,25V099000,1,2024-08-22,175,0.021008,1.0,0.481481,0.0,0.0,1.0,215,0
TESLA,MODEL S,2021,ELECTRICAL SYSTEM,2022-01-27,22V045000;22V050000,1,2021-08-05,175,0.015487,2.0,2.888889,0.0,0.0,0.5,120,0
TESLA,MODEL S,2021,ELECTRICAL SYSTEM,2022-02-03,22V063000,1,2021-08-12,175,0.015487,2.0,2.888889,0.0,0.0,0.5,123,0
TESLA,MODEL S,2021,ELECTRICAL SYSTEM,2022-04-07,22V235000,1,2021-10-14,175,0.01711,1.0,1.444444,0.0,0.0,1.0,148,0
TESLA,MODEL S,2021,ELECTRICAL SYSTEM,2023-12-07,23V838000,1,2023-07-27,133,0.028457,1.0,0.722222,1.0,0.0,0.0,174,0
TESLA,MODEL S,2021,ELECTRICAL SYSTEM,2024-01-25,24V051000,1,2023-08-03,175,0.027863,1.0,0.722222,0.0,0.0,0.0,175,0
TESLA,MODEL S,2021,ELECTRICAL SYSTEM,2024-02-22,24V153000,1,2023-08-31,175,0.027025,1.0,0.866667,0.0,0.0,0.0,177,0
TESLA,MODEL S,2021,ELECTRICAL SYSTEM,2024-07-18,24V554000,1,2024-01-25,175,0.020512,1.0,2.166667,0.0,0.0,0.0,162,0
TESLA,MODEL S,2021,ELECTRICAL SYSTEM,2025-03-13,25V172000,1,2024-10-17,147,0.026367,1.0,1.083333,1.0,0.0,0.0,146,0
TESLA,MODEL S,2021,BACK OVER PREVENTION,2022-04-28,22V296000,0,,,,,,,,,154,0
FORD,EXPLORER,2020,BACK OVER PREVENTION,2021-09-16,21V735000,1,2021-03-25,175,0.018951,9.0,3.545455,0.0,0.0,0.333333,331,0
FORD,EXPLORER,2020,BACK OVER PREVENTION,2023-01-19,23V022000,1,2022-07-28,175,0.033555,6.0,0.896552,1.0,0.0,0.0,503,0
FORD,EXPLORER,2020,BACK OVER PREVENTION,2023-04-27,23V305000,1,2022-11-03,175,0.031489,2.0,0.433333,1.0,0.0,0.0,499,0
FORD,EXPLORER,2020,BACK OVER PREVENTION,2023-05-11,23V342000,1,2022-11-17,175,0.030832,2.0,0.433333,0.0,0.0,0.0,500,0
FORD,EXPLORER,2020,BACK OVER PREVENTION,2024-03-07,24V188000,1,2023-09-14,175,0.032993,6.0,0.866667,-1.0,0.166667,0.166667,554,0
FORD,EXPLORER,2020,BACK OVER PREVENTION,2025-03-13,25V159000,1,2024-09-19,175,0.030477,1.0,0.19697,-1.0,0.0,0.0,546,0
FORD,EXPLORER,2020,BACK OVER PREVENTION,2025-06-26,25V442000,1,2025-01-02,175,0.029861,1.0,0.393939,0.0,0.0,0.0,533,0
KIA,TELLURIDE,2021,POWER TRAIN,2024-03-14,24V214000,1,2023-09-21,175,0.020512,1.0,2.166667,0.0,0.0,0.0,246,0
LAND ROVER,DEFENDER,2020,ENGINE,2023-02-02,23V044000,0,,,,,,,,,32,0
NISSAN,PATHFINDER,2015,LATCHES/LOCKS/LINKAGES,2022-06-09,22V420000,0,,,,,,,,,234,0
MERCEDES-BENZ,GLS 450,2020,SEATS,2021-10-14,21V818000,0,,,,,,,,,171,0
MERCEDES-BENZ,GLS 450,2020,SEATS,2022-09-29,22V732000,0,,,,,,,,,210,0
TESLA,MODEL S,2016,SEAT BELTS,2024-05-23,24V376000,0,,,,,,,,,71,0
TESLA,MODEL 3,2020,VISIBILITY,2021-12-16,21V00D000,1,2021-06-24,175,0.020512,1.0,2.166667,0.0,0.0,0.0,123,0
TESLA,MODEL 3,2020,VISIBILITY,2022-09-15,22V702000,1,2022-03-24,175,0.023762,3.0,1.857143,0.0,0.0,0.0,130,0
TESLA,MODEL Y,2021,SUSPENSION,2021-10-21,21V835000,1,2021-04-29,175,0.017297,7.0,3.37037,0.0,0.285714,0.857143,91,0
TESLA,MODEL Y,2021,SUSPENSION,2021-11-18,21V912000,1,2021-05-27,175,0.023633,5.0,2.166667,0.0,0.4,0.6,93,0
TESLA,MODEL Y,2021,FORWARD COLLISION AVOIDANCE,2021-10-28,21V846000,1,2021-05-06,175,0.018514,6.0,3.25,-1.0,0.5,0.833333,91,0
TESLA,MODEL Y,2021,FORWARD COLLISION AVOIDANCE,2022-02-03,22V063000,1,2021-08-12,175,0.032705,4.0,1.333333,0.0,0.75,0.5,123,0
TESLA,MODEL Y,2021,FORWARD COLLISION AVOIDANCE,2022-04-07,22V235000,1,2021-10-14,175,0.029928,11.0,2.072464,2.0,0.272727,0.636364,148,0
TESLA,MODEL Y,2021,FORWARD COLLISION AVOIDANCE,2022-05-05,22V317000,1,2021-11-11,175,0.059227,29.0,2.992063,10.0,0.137931,0.482759,155,0
TESLA,MODEL Y,2021,FORWARD COLLISION AVOIDANCE,2024-02-22,24V153000,1,2023-08-31,175,0.059168,22.0,0.648526,0.0,0.045455,0.363636,177,0
LAND ROVER,RANGE ROVER VELAR,2020,SEAT BELTS,2021-08-26,21V668000,0,,,,,,,,,40,0
HYUNDAI,SONATA,2020,FUEL/PROPULSION SYSTEM,2025-11-13,25V796000,1,2025-05-22,175,0.028183,6.0,0.83871,0.0,0.0,0.5,241,0
TESLA,MODEL Y,2020,FORWARD COLLISION AVOIDANCE,2021-10-28,21V846000,1,2021-05-13,168,0.020841,1.0,0.619048,1.0,0.0,1.0,121,0
TESLA,MODEL Y,2020,FORWARD COLLISION AVOIDANCE,2022-02-03,22V063000,1,2021-08-12,175,0.019751,2.0,0.962963,0.0,0.0,1.0,128,0
TESLA,MODEL Y,2020,FORWARD COLLISION AVOIDANCE,2022-04-07,22V235000,1,2021-10-14,175,0.04606,1.0,0.433333,0.0,1.0,0.0,134,0
TESLA,MODEL Y,2020,FORWARD COLLISION AVOIDANCE,2024-02-22,24V153000,1,2023-08-31,175,0.036951,10.0,0.884354,2.0,0.1,0.4,140,0
JEEP,GRAND CHEROKEE,2021,ENGINE,2022-04-28,22V284000,1,2021-11-04,175,0.021728,6.0,2.166667,1.0,0.0,0.5,148,0
TESLA,MODEL S,2017,FORWARD COLLISION AVOIDANCE,2021-10-28,21V846000,1,2021-05-06,175,0.025639,5.0,1.666667,1.0,0.0,0.2,102,0
KEYSTONE,COUGAR,2019,STRUCTURE,2022-03-31,22V209000,1,2021-10-07,175,0.014662,1.0,2.166667,0.0,0.0,1.0,20,0
TESLA,MODEL S,2018,FORWARD COLLISION AVOIDANCE,2021-10-28,21V846000,1,2021-05-06,175,0.013086,2.0,2.888889,0.0,0.0,1.0,98,0
TESLA,MODEL S,2018,FORWARD COLLISION AVOIDANCE,2024-02-22,24V153000,1,2023-08-31,175,0.030995,2.0,0.577778,-1.0,0.5,0.5,108,0
PORSCHE,TAYCAN,2020,ELECTRICAL SYSTEM,2023-05-11,23V347000,1,2022-12-08,154,0.028457,1.0,0.722222,1.0,0.0,0.0,25,0
PORSCHE,TAYCAN,2020,ELECTRICAL SYSTEM,2024-09-26,24V731000;24V732000,1,2024-05-02,147,0.029084,1.0,0.619048,1.0,0.0,0.0,21,0
GMC,YUKON,2021,ENGINE,2025-04-24,25V274000,1,2024-10-31,175,0.02016,2.0,0.866667,0.0,0.0,1.0,186,0
MAZDA,MX-5,2019,AIR BAGS,2024-09-12,24V695000,0,,,,,,,,,71,0
CHEVROLET,TAHOE,2021,ENGINE,2025-04-24,25V274000,1,2024-11-21,154,0.025934,2.0,0.666667,2.0,0.0,0.5,367,0
CHEVROLET,TAHOE,2021,POWER TRAIN,2022-01-27,22V036000,1,2021-08-05,175,0.015275,2.0,2.166667,0.0,0.0,1.0,195,0
CHEVROLET,TAHOE,2021,POWER TRAIN,2024-10-24,24V797000,1,2024-05-02,175,0.020546,2.0,1.733333,-1.0,0.5,1.0,321,0
HONDA,CR-V,2020,AIR BAGS,2024-02-01,24V064000,1,2023-08-10,175,0.027863,1.0,0.722222,0.0,0.0,0.0,337,0
TESLA,MODEL Y,2021,VISIBILITY,2022-01-27,22V050000,1,2021-08-05,175,0.024227,2.0,0.787879,0.0,0.0,0.5,120,0
TESLA,MODEL Y,2021,VISIBILITY,2022-09-15,22V702000,1,2022-03-24,175,0.026173,7.0,2.166667,0.0,0.0,0.0,165,0
EVENFLO,EVERYSTAGE,9999,CHILD SEAT,2025-03-13,25C003000,1,2025-01-16,56,0.020954,1.0,2.166667,1.0,0.0,0.0,20,0
GMC,YUKON,2021,POWER TRAIN,2022-01-27,22V036000,1,2021-08-05,175,0.020512,1.0,2.166667,0.0,0.0,0.0,92,0
GMC,YUKON,2021,POWER TRAIN,2024-10-24,24V797000,1,2024-05-02,175,0.023913,1.0,1.444444,0.0,0.0,0.0,152,0
BMW,X1,2015,ELECTRICAL SYSTEM,2024-08-08,24V608000,1,2024-08-08,0,0.01498,1.0,2.166667,1.0,0.0,1.0,113,0
BMW,X1,2015,ENGINE,2024-08-08,24V608000,1,2024-08-08,0,0.009409,1.0,4.333333,1.0,0.0,1.0,113,0
JEEP,RENEGADE,2020,AIR BAGS,2024-06-27,24V510000,0,,,,,,,,,192,0
NISSAN,ARMADA,2009,AIR BAGS,2023-02-09,23V067000,0,,,,,,,,,94,0
TESLA,MODEL X,2019,BACK OVER PREVENTION,2022-03-17,22V169000,0,,,,,,,,,116,0
GMC,SIERRA 1500,2021,ENGINE,2025-04-24,25V274000,1,2024-10-31,175,0.023817,4.0,1.444444,-2.0,0.0,0.25,186,0
ENTEGRA,CORNERSTONE,2021,ENGINE,2022-09-01,22V665000,0,,,,,,,,,4,0
RAM,1500,2021,ELECTRICAL SYSTEM,2025-05-08,25V298000,1,2024-11-14,175,0.025614,5.0,0.942029,0.0,0.0,0.6,125,0
RAM,1500,2021,POWER TRAIN,2023-04-13,23V265000,1,2022-10-20,175,0.022203,2.0,0.412698,0.0,0.0,1.0,133,0
DODGE,CHARGER,2020,VISIBILITY,2021-07-08,21V516000,1,2021-01-14,175,0.012911,1.0,4.333333,0.0,0.0,0.0,67,0
FLEETWOOD,FORTIS,2020,SUSPENSION,2022-08-25,22V655000,0,,,,,,,,,2,0
MERCEDES-BENZ,GLE 450,2021,ELECTRICAL SYSTEM,2021-11-18,21V909000,1,2021-05-27,175,0.020512,1.0,2.166667,0.0,0.0,0.0,109,0
MERCEDES-BENZ,GLE 450,2021,ELECTRICAL SYSTEM,2022-04-07,22V231000,1,2021-10-14,175,0.025815,1.0,1.083333,0.0,0.0,0.0,132,0
MERCEDES-BENZ,GLE 450,2021,ELECTRICAL SYSTEM,2022-05-19,22V365000,1,2021-11-25,175,0.025815,1.0,1.083333,0.0,0.0,0.0,133,0
MERCEDES-BENZ,GLE 450,2021,ELECTRICAL SYSTEM,2023-12-07,23V835000,1,2023-08-03,126,0.01498,1.0,2.166667,1.0,0.0,1.0,185,0
MERCEDES-BENZ,GLE 450,2021,ELECTRICAL SYSTEM,2024-03-14,24V207000,1,2023-09-21,175,0.014662,1.0,2.166667,0.0,0.0,1.0,212,0
MERCEDES-BENZ,GLE 450,2021,ELECTRICAL SYSTEM,2024-09-26,24V724000,0,,,,,,,,,181,0
HONDA,ODYSSEY,2019,BACK OVER PREVENTION,2023-06-15,23V431000,1,2023-02-09,126,0.029562,1.0,0.541667,1.0,0.0,0.0,323,0
TESLA,MODEL X,2019,FORWARD COLLISION AVOIDANCE,2021-10-28,21V846000,0,,,,,,,,,111,0
FORD,EXPLORER,2020,SEAT BELTS,2025-02-13,25V093000,1,2024-08-22,175,0.014662,1.0,2.166667,0.0,0.0,1.0,545,0
CHEVROLET,SILVERADO 1500,2021,ENGINE,2025-04-24,25V274000,1,2024-10-31,175,0.031891,9.0,1.772727,1.0,0.111111,0.111111,367,0
CHEVROLET,TRAVERSE,2020,POWER TRAIN,2021-10-14,21V817000,0,,,,,,,,,312,0
JEEP,WRANGLER,2020,FUEL/PROPULSION SYSTEM,2021-08-26,21V665000,1,2021-03-04,175,0.012911,1.0,4.333333,0.0,0.0,0.0,165,0
JEEP,WRANGLER,2020,FUEL/PROPULSION SYSTEM,2022-10-13,22V767000,1,2022-04-21,175,0.020245,2.0,1.733333,1.0,0.0,0.5,186,0
JEEP,WRANGLER,2021,VISIBILITY,2024-02-15,24V111000,1,2023-08-24,175,0.025815,1.0,1.083333,0.0,0.0,0.0,238,0
HONDA,ACCORD HYBRID,2020,FUEL/PROPULSION SYSTEM,2023-12-14,23V858000,1,2023-06-22,175,0.012911,1.0,4.333333,0.0,0.0,0.0,338,0
AUDI,A4,2017,AIR BAGS,2021-11-04,21V874000,1,2021-05-13,175,0.021365,2.0,2.166667,0.0,0.0,0.0,100,0
KIA,K5,2021,POWER TRAIN,2022-10-06,22V760000,1,2022-05-19,140,0.013191,1.0,4.333333,1.0,0.0,0.0,224,0
TESLA,MODEL 3,2021,STEERING,2022-01-27,22V037000,1,2021-08-26,154,0.023496,1.0,2.166667,1.0,1.0,1.0,120,0
TESLA,MODEL 3,2021,STEERING,2023-02-09,23V085000,1,2022-08-18,175,0.021937,4.0,2.166667,0.0,0.25,0.5,161,0
LAND ROVER,DISCOVERY,2019,ELECTRICAL SYSTEM,2023-06-01,23V393000,1,2023-03-16,77,0.020954,1.0,2.166667,1.0,0.0,0.0,44,0
MERCEDES-BENZ,GLE 350,2020,STRUCTURE,2022-09-08,22V680000,0,,,,,,,,,201,0
MERCEDES-BENZ,GLE 350,2020,SEATS,2021-10-14,21V818000,0,,,,,,,,,171,0
MERCEDES-BENZ,GLE 350,2020,VISIBILITY,2022-02-17,22V098000,0,,,,,,,,,185,0
MERCEDES-BENZ,GLE 350,2020,VISIBILITY,2023-03-16,23V177000,0,,,,,,,,,196,0
CHEVROLET,TAHOE,2021,FUEL/PROPULSION SYSTEM,2021-09-23,21V739000,1,2021-05-27,119,0.01498,1.0,2.166667,1.0,0.0,1.0,193,0
CHEVROLET,TAHOE,2021,FUEL/PROPULSION SYSTEM,2025-09-18,25V619000,1,2025-03-27,175,0.030858,4.0,0.619048,2.0,0.0,0.25,414,0
JEEP,GRAND CHEROKEE,2021,SUSPENSION,2023-06-08,23V413000,1,2023-02-16,112,0.020681,2.0,1.733333,2.0,0.0,0.5,225,0
JEEP,GRAND CHEROKEE,2021,SUSPENSION,2024-02-22,24V132000,1,2023-08-31,175,0.025815,1.0,1.083333,0.0,0.0,0.0,239,0
JEEP,WRANGLER,2018,BACK OVER PREVENTION,2024-09-12,24V676000,0,,,,,,,,,199,0
TESLA,MODEL X,2017,FORWARD COLLISION AVOIDANCE,2021-10-28,21V846000,1,2021-05-06,175,0.017668,3.0,3.25,0.0,0.0,0.0,102,0
NUNA,RAVA,9999,CHILD SEAT,2024-11-21,24C002000,1,2024-05-30,175,0.02565,11.0,2.269841,1.0,0.0,0.545455,2,0
DRV,MOBILE SUITE,2018,SERVICE BRAKES,2021-09-23,21V733000,0,,,,,,,,,0,0
PORSCHE,TAYCAN,2020,POWER TRAIN,2022-06-02,22V404000,0,,,,,,,,,33,0
VOLVO,XC60,2019,STEERING,2023-01-05,23V001000,0,,,,,,,,,46,0
DOMETIC,COOKING STOVE,9999,EQUIPMENT,2022-03-17,22E021000,1,2021-09-23,175,0.03037,4.0,0.787879,-1.0,0.0,0.0,2,0
TESLA,MODEL Y,2021,STEERING,2022-01-27,22V037000,1,2021-08-05,175,0.032069,1.0,0.393939,-2.0,1.0,1.0,120,0
TESLA,MODEL Y,2021,STEERING,2023-02-09,23V085000,1,2022-08-18,175,0.016936,5.0,3.095238,1.0,0.2,0.8,161,0
HYUNDAI,GENESIS COUPE,2014,SERVICE BRAKES,2023-09-21,23V651000,0,,,,,,,,,205,0
KEYSTONE,COUGAR,2021,TIRES,2022-03-31,22V209000,0,,,,,,,,,15,0
FOREST RIVER,SALEM,2019,EQUIPMENT,2021-08-05,21V621000,1,2021-02-11,175,0.012911,1.0,4.333333,0.0,0.0,0.0,53,0
AUDI,Q5,2021,ELECTRICAL SYSTEM,2021-12-02,21V947000,1,2021-06-24,161,0.01498,1.0,2.166667,1.0,0.0,1.0,65,0
AUDI,Q5,2021,ELECTRICAL SYSTEM,2023-12-07,23V842000,0,,,,,,,,,98,0
AUDI,Q5,2021,ELECTRICAL SYSTEM,2025-02-06,25V080000,1,2024-08-15,175,0.012911,1.0,4.333333,0.0,0.0,0.0,79,0
AUDI,Q5,2021,ENGINE,2022-10-06,22V753000,1,2022-04-14,175,0.027863,1.0,0.722222,0.0,0.0,0.0,99,0
VOLKSWAGEN,GOLF ALLTRACK,2019,ELECTRICAL SYSTEM,2023-08-24,23V604000,1,2023-07-06,49,0.013191,1.0,4.333333,1.0,0.0,0.0,129,0
NEWMAR,DUTCH STAR,2020,ELECTRICAL SYSTEM,2021-09-09,21V700000,1,2021-03-18,175,0.013452,2.0,4.333333,0.0,0.0,0.0,17,0
MERCEDES BENZ,E550,2008,VISIBILITY,2022-12-22,22V954000,0,,,,,,,,,75,0
MERCEDES BENZ,E550,2008,VISIBILITY,2024-11-14,24V874000,0,,,,,,,,,43,0
FORD,ESCAPE,2020,BACK OVER PREVENTION,2025-06-26,25V442000,1,2025-01-02,175,0.021075,2.0,1.444444,0.0,0.0,0.5,533,0
FLEETWOOD,FLAIR,2020,STRUCTURE,2024-08-08,24V607000,0,,,,,,,,,0,0
WINNEBAGO,REVEL,2021,ELECTRICAL SYSTEM,2023-09-28,23V663000,1,2023-07-13,77,0.009409,1.0,4.333333,1.0,0.0,1.0,35,0
WINNEBAGO,REVEL,2021,ELECTRICAL SYSTEM,2024-05-02,24V318000,0,,,,,,,,,20,0
VOLKSWAGEN,ATLAS CROSS SPORT,2020,AIR BAGS,2021-11-11,21V892000,1,2021-05-20,175,0.020512,1.0,2.166667,0.0,0.0,0.0,104,0
VOLKSWAGEN,ATLAS CROSS SPORT,2020,AIR BAGS,2022-03-24,22V152000,1,2022-01-20,63,0.032753,1.0,2.166667,1.0,1.0,0.0,152,0
VOLKSWAGEN,ATLAS CROSS SPORT,2020,AIR BAGS,2023-03-23,23V215000,0,,,,,,,,,148,0
VOLKSWAGEN,ATLAS CROSS SPORT,2020,AIR BAGS,2024-06-20,24V464000,1,2023-12-28,175,0.020512,1.0,2.166667,0.0,0.0,0.0,139,0
TESLA,MODEL Y,2021,ELECTRICAL SYSTEM,2022-01-27,22V045000;22V050000,1,2021-08-05,175,0.027111,5.0,1.203704,0.0,0.4,0.8,120,0
TESLA,MODEL Y,2021,ELECTRICAL SYSTEM,2022-02-03,22V063000,1,2021-08-12,175,0.027111,5.0,1.203704,0.0,0.4,0.8,123,0
TESLA,MODEL Y,2021,ELECTRICAL SYSTEM,2022-04-07,22V235000,1,2021-10-14,175,0.031614,4.0,0.866667,-1.0,0.5,0.5,148,0
TESLA,MODEL Y,2021,ELECTRICAL SYSTEM,2022-05-05,22V317000,1,2021-11-11,175,0.027296,2.0,0.393939,-1.0,0.5,1.0,155,0
TESLA,MODEL Y,2021,ELECTRICAL SYSTEM,2023-12-07,23V838000,1,2023-06-15,175,0.025591,4.0,0.912281,0.0,0.0,0.5,174,0
TESLA,MODEL Y,2021,ELECTRICAL SYSTEM,2024-01-25,24V051000,1,2023-08-03,175,0.031973,7.0,1.596491,0.0,0.285714,0.142857,175,0
TESLA,MODEL Y,2021,ELECTRICAL SYSTEM,2024-02-22,24V153000,1,2023-08-31,175,0.030611,8.0,1.650794,-1.0,0.25,0.25,177,0
TESLA,MODEL Y,2021,ELECTRICAL SYSTEM,2024-07-18,24V554000,1,2024-01-25,175,0.038794,2.0,0.393939,0.0,0.5,0.0,162,0
