make,model,model_year,component_group,recall_report_week,campaign_numbers,flagged,first_crossing_week,lead_days,score_at_crossing,n_trailing_at_crossing,rate_ratio_at_crossing,accel_at_crossing,severity_frac_at_crossing,hazard_lang_at_crossing,matched_controls,matched_controls_not_flagged
CADILLAC,ESCALADE,2021,ENGINE,2025-04-24,25V274000,1,2024-10-31,175,0.009208,1.0,4.333333,0.0,0.0,1.0,82,0
GMC,HUMMER EV PICKUP,2022,ELECTRICAL SYSTEM,2022-10-13,22V771000,0,,,,,,,,,86,0
GMC,HUMMER EV PICKUP,2022,ELECTRICAL SYSTEM,2023-05-25,23V367000,0,,,,,,,,,125,0
TOYOTA,RAV4,2024,WHEELS,2024-12-05,24V911000,1,2024-10-17,49,0.009409,1.0,4.333333,1.0,0.0,1.0,343,0
MERCEDES-BENZ,AMG GT43,2023,ELECTRICAL SYSTEM,2023-08-10,23V574000,0,,,,,,,,,125,0
MERCEDES-BENZ,AMG GT43,2023,ELECTRICAL SYSTEM,2024-02-08,24V100000,0,,,,,,,,,178,0
MERCEDES-BENZ,AMG GT43,2023,ELECTRICAL SYSTEM,2024-06-13,24V445000,0,,,,,,,,,200,0
BMW,528I,2016,ELECTRICAL SYSTEM,2024-08-08,24V608000,0,,,,,,,,,118,0
KENWORTH,T680,2023,SERVICE BRAKES,2024-02-22,24V145000,0,,,,,,,,,0,0
KENWORTH,T680,2023,SERVICE BRAKES,2024-12-05,24V915000,1,2024-10-17,49,0.014805,1.0,4.333333,1.0,1.0,1.0,3,0
JEEP,GRAND CHEROKEE,2021,CHILD SEAT,2022-03-24,22V180000,0,,,,,,,,,147,0
KIA,SORENTO,2024,ELECTRICAL SYSTEM,2024-04-18,24V287000,0,,,,,,,,,205,0
KIA,SORENTO,2024,ELECTRICAL SYSTEM,2025-01-09,25V006000,1,2024-10-24,77,0.020711,1.0,4.333333,1.0,1.0,0.0,247,0
PETERBILT,567,2024,FUEL/PROPULSION SYSTEM,2023-09-21,23V653000,0,,,,,,,,,1,0
RAM,3500,2023,ELECTRICAL SYSTEM,2023-02-09,23V060000,0,,,,,,,,,50,0
NIKOLA,TRE FCEV,2024,FUEL/PROPULSION SYSTEM,2025-02-06,25V073000,1,2024-10-24,105,0.013191,1.0,4.333333,1.0,0.0,0.0,0,0
HONDA,PILOT,2025,FUEL/PROPULSION SYSTEM,2024-11-21,24V900000,1,2024-10-24,28,0.009409,1.0,4.333333,1.0,0.0,1.0,162,0
HONDA,PILOT,2025,FUEL/PROPULSION SYSTEM,2025-01-23,25V031000,1,2024-10-24,91,0.009409,1.0,4.333333,1.0,0.0,1.0,205,0
TESLA,CYBERTRUCK,2024,EXTERIOR LIGHTING,2025-10-09,25V699000,1,2025-04-17,175,0.027863,1.0,0.722222,0.0,0.0,0.0,166,0
TESLA,CYBERTRUCK,2024,EXTERIOR LIGHTING,2025-10-23,25V735000,1,2025-10-02,21,0.029084,1.0,0.619048,1.0,0.0,0.0,162,0
HONDA,ODYSSEY,2021,FUEL/PROPULSION SYSTEM,2023-12-14,23V858000,0,,,,,,,,,331,0
KIA,FORTE,2022,STEERING,2022-05-05,22V304000,0,,,,,,,,,131,0
CHEVROLET,COLORADO,2022,SEATS,2022-05-26,22V375000,0,,,,,,,,,122,0
FREIGHTLINER,CASCADIA,2022,ENGINE,2021-09-09,21V715000,0,,,,,,,,,1,0
MINI,COOPER SE,2023,ELECTRICAL SYSTEM,2024-04-25,24V302000,0,,,,,,,,,5,0
MINI,COOPER SE,2023,ELECTRICAL SYSTEM,2024-08-15,24V612000,0,,,,,,,,,8,0
ARROYO,GRAND SPORT A/S,9999,TIRES,2023-11-02,23T009000,0,,,,,,,,,0,0
HONDA,CIVIC,2025,FUEL/PROPULSION SYSTEM,2024-10-10,24V763000,0,,,,,,,,,131,0
GENESIS,G90,2023,ELECTRICAL SYSTEM,2025-07-17,25V474000,0,,,,,,,,,67,0
GENESIS,G90,2023,ELECTRICAL SYSTEM,2025-11-27,25V833000,0,,,,,,,,,53,0
MINI,COOPER S,2025,ELECTRONIC STABILITY CONTROL (ESC),2024-02-08,24V104000,0,,,,,,,,,0,0
MINI,COOPER S,2025,ELECTRONIC STABILITY CONTROL (ESC),2024-09-12,24V697000,0,,,,,,,,,4,0
MINI,COOPER S,2025,SERVICE BRAKES,2024-02-08,24V104000,0,,,,,,,,,0,0
MINI,COOPER S,2025,SERVICE BRAKES,2024-09-12,24V697000,0,,,,,,,,,4,0
BMW,Z4,2013,ENGINE,2024-08-08,24V608000,0,,,,,,,,,95,0
JEEP,WRANGLER 4XE,2022,ELECTRICAL SYSTEM,2024-09-26,24V720000,0,,,,,,,,,264,0
VOLKSWAGEN,GTI,2023,BACK OVER PREVENTION,2022-10-27,22V823000,0,,,,,,,,,66,0
VOLKSWAGEN,GTI,2023,BACK OVER PREVENTION,2024-06-27,24V480000,0,,,,,,,,,191,0
VOLKSWAGEN,GTI,2023,BACK OVER PREVENTION,2025-02-13,25V103000,1,2024-10-24,112,0.013191,1.0,4.333333,1.0,0.0,0.0,228,0
LUCID,AIR,2024,ELECTRICAL SYSTEM,2024-10-31,24V836000,1,2024-10-24,7,0.013191,1.0,4.333333,1.0,0.0,0.0,4,0
LUCID,AIR,2024,ELECTRICAL SYSTEM,2025-10-02,25V669000,0,,,,,,,,,17,0
LEXUS,LX,2022,ENGINE,2024-05-30,24V381000,0,,,,,,,,,50,0
LEXUS,LX,2022,ENGINE,2025-11-06,25V767000,1,2025-05-15,175,0.023913,1.0,1.444444,0.0,0.0,0.0,53,0
BMW,I7,2024,ELECTRONIC STABILITY CONTROL (ESC),2024-02-08,24V104000,0,,,,,,,,,87,0
BMW,I7,2024,ELECTRONIC STABILITY CONTROL (ESC),2024-09-12,24V697000,0,,,,,,,,,155,0
BMW,I7,2024,SERVICE BRAKES,2024-02-08,24V104000,0,,,,,,,,,87,0
BMW,I7,2024,SERVICE BRAKES,2024-09-12,24V697000,0,,,,,,,,,155,0
HARLEY-DAVIDSON,RA1250S,2021,ELECTRICAL SYSTEM,2022-01-20,22V030000,0,,,,,,,,,15,0
TOYOTA,SEQUOIA HYBRID,2024,POWER TRAIN,2024-02-15,24V125000,0,,,,,,,,,165,0
PORSCHE,TAYCAN,2024,SERVICE BRAKES,2024-06-13,24V455000,0,,,,,,,,,20,0
CHEVROLET,SUBURBAN,2024,ENGINE,2025-04-24,25V274000,1,2024-10-31,175,0.009409,1.0,4.333333,1.0,0.0,1.0,367,0
FORD,F-150,2024,ENGINE,2024-12-19,24V851000,1,2024-10-31,49,0.009409,1.0,4.333333,1.0,0.0,1.0,342,0
FORD,F-150,2024,ENGINE,2025-03-27,25V198000,1,2024-10-31,147,0.009409,1.0,4.333333,1.0,0.0,1.0,404,0
CHEVROLET,SILVERADO 3500,2023,LATCHES/LOCKS/LINKAGES,2024-02-01,24V060000,0,,,,,,,,,247,0
VOLVO,S60,2022,AIR BAGS,2023-11-16,23V780000,0,,,,,,,,,77,0
VOLVO,S60,2022,SEAT BELTS,2021-08-26,21V682000,0,,,,,,,,,22,0
RAM,1500,2025,EXTERIOR LIGHTING,2024-12-19,24V942000,1,2024-10-31,49,0.013191,1.0,4.333333,1.0,0.0,0.0,39,0
CONTINENTAL,PROCONTACT GX AO,9999,TIRES,2024-08-15,24T009000,0,,,,,,,,,15,0
JAYCO FIFTH WHEEL,NORTH POINT,2022,STRUCTURE,2022-08-04,22V571000,0,,,,,,,,,0,0
BMW,X1,2024,ELECTRONIC STABILITY CONTROL (ESC),2024-02-08,24V104000,0,,,,,,,,,87,0
BMW,X1,2024,ELECTRONIC STABILITY CONTROL (ESC),2024-09-12,24V697000,0,,,,,,,,,155,0
HYUNDAI,PALISADE,2025,SEAT BELTS,2025-09-11,25V607000,1,2025-03-20,175,0.017668,3.0,3.25,0.0,0.0,0.0,246,0
MERCEDES-BENZ,C 300,2021,BACK OVER PREVENTION,2022-04-07,22V232000,0,,,,,,,,,133,0
NISSAN,SENTRA,2024,AIR BAGS,2024-02-22,24V154000,0,,,,,,,,,84,0
TESLA,MODEL 3,2025,ELECTRICAL SYSTEM,2025-01-02,25V002000,1,2024-10-31,63,0.013191,1.0,4.333333,1.0,0.0,0.0,70,0
TESLA,MODEL 3,2025,ELECTRICAL SYSTEM,2025-10-09,25V690000,1,2025-04-17,175,0.023117,3.0,2.166667,0.0,0.333333,0.333333,135,0
THOR MOTOR COACH,SEQUENCE,2022,EQUIPMENT,2022-05-05,22V300000,0,,,,,,,,,20,0
THOR MOTOR COACH,SEQUENCE,2022,EQUIPMENT,2025-11-13,25V791000,0,,,,,,,,,25,0
HONDA,PASSPORT,2020,AIR BAGS,2024-02-01,24V064000,0,,,,,,,,,338,0
NISSAN,Z,2023,STRUCTURE,2023-10-26,23V725000,0,,,,,,,,,144,0
NISSAN,Z,2023,STRUCTURE,2024-10-24,24V798000,0,,,,,,,,,205,0
NISSAN,Z,2023,ELECTRICAL SYSTEM,2024-10-24,24V798000,0,,,,,,,,,205,0
GRAND DESIGN,SOLITUDE,2024,STRUCTURE,2025-02-06,25V061000,1,2024-11-07,91,0.013191,1.0,4.333333,1.0,0.0,0.0,25,0
ALLIANCE RV,PARADIGM,2022,STRUCTURE,2024-04-18,24V286000,0,,,,,,,,,6,0
FORD,BRONCO,2024,FUEL/PROPULSION SYSTEM,2025-09-11,25V597000,0,,,,,,,,,516,0
ACURA,MDX,2024,SERVICE BRAKES,2025-06-12,25V391000,1,2024-12-19,175,0.012911,1.0,4.333333,0.0,0.0,0.0,58,0
WINNEBAGO,TRAVATO,2024,STRUCTURE,2023-09-07,23V627000,0,,,,,,,,,12,0
VOLKSWAGEN,TIGUAN,2021,SUSPENSION,2022-03-17,22V176000,0,,,,,,,,,140,0
RAM,2500,2024,BACK OVER PREVENTION,2023-09-28,23V654000,0,,,,,,,,,22,0
FORD,MUSTANG,2024,BACK OVER PREVENTION,2025-05-08,25V315000,1,2024-11-14,175,0.012911,1.0,4.333333,0.0,0.0,0.0,425,0
HYUNDAI,TUCSON,2025,ELECTRICAL SYSTEM,2024-11-14,24V877000,1,2024-11-07,7,0.009409,1.0,4.333333,1.0,0.0,1.0,129,0
FREIGHTLINER,CASCADIA,2024,STEERING,2024-02-08,24V093000,0,,,,,,,,,4,0
FORD,ESCAPE PHEV,2023,ELECTRICAL SYSTEM,2025-11-13,25V789000,1,2025-05-22,175,0.020512,1.0,2.166667,0.0,0.0,0.0,625,0
CHEVROLET,SILVERADO 3500,2020,POWER TRAIN,2024-10-24,24V797000,0,,,,,,,,,332,0
VOLKSWAGEN,GTI,2024,BACK OVER PREVENTION,2024-06-27,24V480000,0,,,,,,,,,114,0
VOLKSWAGEN,GTI,2024,BACK OVER PREVENTION,2025-02-13,25V103000,1,2024-11-07,98,0.013191,1.0,4.333333,1.0,0.0,0.0,150,0
BATTLE MOTORS,LET2,2024,STEERING,2023-12-21,23V902000,0,,,,,,,,,0,0
BATTLE MOTORS,LET2,2024,STEERING,2025-05-29,25V342000,1,2024-12-05,175,0.012911,1.0,4.333333,0.0,0.0,0.0,4,0
FORD,TRANSIT CONNECT,2017,BACK OVER PREVENTION,2025-08-28,25V572000,0,,,,,,,,,482,0
HOLLEY,SNIPER2 EFI THROTTLE BODY,9999,FUEL/PROPULSION SYSTEM,2024-09-05,24E076000,0,,,,,,,,,0,0
FIAT,500X,2022,AIR BAGS,2024-06-27,24V510000,0,,,,,,,,,0,0
FIAT,500X,2022,SEAT BELTS,2024-06-27,24V510000,0,,,,,,,,,0,0
GENESIS,G70,2021,ENGINE,2024-03-07,24V191000,0,,,,,,,,,36,0
HYUNDAI,SANTA CRUZ,2025,ELECTRICAL SYSTEM,2024-11-14,24V877000,1,2024-11-14,0,0.013191,1.0,4.333333,1.0,0.0,0.0,129,0
CHEVROLET,SILVERADO 3500,2022,POWER TRAIN,2024-10-24,24V797000,0,,,,,,,,,326,0
MAZDA,MX-5,2017,AIR BAGS,2024-09-12,24V695000,0,,,,,,,,,91,0
MERCEDES-BENZ,C 300,2020,STRUCTURE,2023-12-14,23V854000,0,,,,,,,,,154,0
MOPAR,HYBRID BATTERY SVCE KIT,9999,ELECTRICAL SYSTEM,2023-04-27,23E036000,0,,,,,,,,,4,0
MOPAR,HYBRID BATTERY SVCE KIT,9999,ELECTRICAL SYSTEM,2024-09-26,24E080000,0,,,,,,,,,4,0
FORD,FLEX,2018,BACK OVER PREVENTION,2025-10-09,25V695000,1,2025-07-24,77,0.020954,1.0,2.166667,1.0,0.0,0.0,501,0
CHEVROLET,SILVERADO EV,2024,ELECTRICAL SYSTEM,2024-05-09,24V320000,0,,,,,,,,,183,0
HONDA,ACCORD,2021,FUEL/PROPULSION SYSTEM,2023-12-14,23V858000,0,,,,,,,,,331,0
FORD,MAVERICK,2023,EXTERIOR LIGHTING,2023-03-09,23V160000,0,,,,,,,,,207,0
FORD,MAVERICK,2023,EXTERIOR LIGHTING,2023-12-14,23V848000,0,,,,,,,,,391,0
FORD,MAVERICK,2023,EXTERIOR LIGHTING,2024-04-25,24V293000,0,,,,,,,,,464,0
FORD,MAVERICK,2023,EXTERIOR LIGHTING,2025-02-13,25V094000;25V095000,1,2024-11-14,91,0.013191,1.0,4.333333,1.0,0.0,0.0,596,0
MERCEDES-BENZ,AMG CLS53,2020,BACK OVER PREVENTION,2022-04-07,22V232000,0,,,,,,,,,184,0
GENESIS,GV60,2023,VISIBILITY,2025-09-18,25V624000,0,,,,,,,,,56,0
BMW,X3,2025,ELECTRICAL SYSTEM,2025-02-20,25V109000,1,2024-11-14,98,0.013191,1.0,4.333333,1.0,0.0,0.0,125,0
BMW,X3,2025,ELECTRICAL SYSTEM,2025-03-27,25V202000,1,2024-11-14,133,0.013191,1.0,4.333333,1.0,0.0,0.0,125,0
HONDA,CR-V HYBRID,2025,STEERING,2024-10-03,24V744000,0,,,,,,,,,122,0
GENESIS,GV70,2025,ELECTRICAL SYSTEM,2025-02-13,25V105000,1,2024-11-14,91,0.013191,1.0,4.333333,1.0,0.0,0.0,30,0
TOYOTA,AVALON,2020,AIR BAGS,2023-12-14,23V865000,0,,,,,,,,,277,0
CHEVROLET,COLORADO,2024,FUEL/PROPULSION SYSTEM,2024-06-27,24V491000,0,,,,,,,,,204,0
VOLKSWAGEN,BEETLE,2018,AIR BAGS,2024-10-24,24V834000,0,,,,,,,,,117,0
FIAT,124 SPIDER,2017,AIR BAGS,2024-09-12,24V694000,0,,,,,,,,,18,0
MINI,COUNTRYMAN,2025,ELECTRONIC STABILITY CONTROL (ESC),2024-02-08,24V104000,0,,,,,,,,,0,0
TESLA,MODEL X,2020,SEAT BELTS,2024-05-23,24V376000,0,,,,,,,,,131,0
FREIGHTLINER,CASCADIA,2023,STEERING,2022-06-02,22V405000,0,,,,,,,,,3,0
FREIGHTLINER,CASCADIA,2023,STEERING,2023-03-30,23V238000,0,,,,,,,,,6,0
KIA,SPORTAGE PHEV,2024,ELECTRICAL SYSTEM,2025-12-11,25V874000,1,2025-07-31,133,0.024426,1.0,1.444444,1.0,0.0,0.0,375,0
BMW,X4,2018,ELECTRICAL SYSTEM,2024-08-08,24V608000,0,,,,,,,,,160,0
AUDI,Q7,2025,BACK OVER PREVENTION,2025-12-18,25V900000,0,,,,,,,,,98,0
GMC,YUKON,2023,SERVICE BRAKES,2024-09-12,24V674000,0,,,,,,,,,172,0
MERCEDES-BENZ,SPRINTER 2500,2022,AIR BAGS,2023-02-16,23V101000,0,,,,,,,,,131,0
HONDA,ACCORD HYBRID,2025,ELECTRICAL SYSTEM,2025-11-13,25V785000,1,2025-05-22,175,0.01711,1.0,1.444444,0.0,0.0,1.0,329,0
TOYOTA,SIENNA HYBRID,2025,SEATS,2025-02-13,25V086000,1,2024-11-21,84,0.013191,1.0,4.333333,1.0,0.0,0.0,221,0
TOYOTA,SIENNA HYBRID,2025,SEATS,2025-10-02,25V668000,1,2025-04-10,175,0.020512,1.0,2.166667,0.0,0.0,0.0,310,0
CHEVROLET,EQUINOX EV,2025,FORWARD COLLISION AVOIDANCE,2024-12-12,24V925000,1,2024-11-21,21,0.013191,1.0,4.333333,1.0,0.0,0.0,163,0
CHEVROLET,EQUINOX EV,2025,FORWARD COLLISION AVOIDANCE,2025-01-16,25V012000,1,2024-11-21,56,0.013191,1.0,4.333333,1.0,0.0,0.0,182,0
CHEVROLET,EQUINOX EV,2025,SERVICE BRAKES,2025-01-16,25V012000,1,2024-11-21,56,0.013191,1.0,4.333333,1.0,0.0,0.0,182,0
DODGE,CHARGER,2022,TIRES,2022-07-14,22V504000,0,,,,,,,,,19,0
DODGE,CHARGER,2022,TIRES,2022-10-27,22V808000,0,,,,,,,,,17,0
VOLKSWAGEN,ATLAS,2024,SERVICE BRAKES,2024-09-26,24V723000,0,,,,,,,,,133,0
VOLKSWAGEN,ATLAS,2024,SERVICE BRAKES,2025-06-26,25V434000,1,2025-01-02,175,0.014529,5.0,4.333333,1.0,0.0,0.2,151,0
CADILLAC,XT5,2023,ELECTRICAL SYSTEM,2024-06-20,24V459000,0,,,,,,,,,61,0
SUBARU,LEGACY,2022,AIR BAGS,2024-03-21,24V227000,0,,,,,,,,,135,0
VOLKSWAGEN,ATLAS CROSS SPORT,2024,BACK OVER PREVENTION,2024-06-27,24V480000,0,,,,,,,,,114,0
VOLKSWAGEN,ATLAS CROSS SPORT,2024,BACK OVER PREVENTION,2025-05-15,25V334000,1,2024-11-28,168,0.013191,1.0,4.333333,1.0,0.0,0.0,145,0
HONDA,PILOT,2025,SEAT BELTS,2025-01-30,25V056000,1,2024-11-28,63,0.013191,1.0,4.333333,1.0,0.0,0.0,204,0
TOYOTA,GR COROLLA,2024,ELECTRICAL SYSTEM,2025-09-11,25V595000,0,,,,,,,,,427,0
HYUNDAI,SONATA,2024,EXTERIOR LIGHTING,2024-08-01,24V583000,0,,,,,,,,,252,0
HONDA,CR-V HYBRID,2025,FUEL/PROPULSION SYSTEM,2024-10-10,24V763000,0,,,,,,,,,131,0
HONDA,CR-V HYBRID,2025,FUEL/PROPULSION SYSTEM,2025-06-05,25V378000,1,2024-12-12,175,0.012911,1.0,4.333333,0.0,0.0,0.0,250,0
TESLA,MODEL Y,2025,ELECTRICAL SYSTEM,2025-01-02,25V002000,1,2024-11-28,35,0.013191,1.0,4.333333,1.0,0.0,0.0,70,0
MERCEDES-BENZ,AMG G63,2021,ELECTRICAL SYSTEM,2022-05-19,22V365000,0,,,,,,,,,134,0
MERCEDES-BENZ,AMG G63,2021,ELECTRICAL SYSTEM,2023-02-16,23V097000,0,,,,,,,,,207,0
KIA,SORENTO HYBRID,2022,TRAILER HITCHES,2022-09-15,22V703000,0,,,,,,,,,180,0
HONDA,CIVIC HATCHBACK,2024,STEERING,2024-10-03,24V744000,0,,,,,,,,,246,0
ACURA,RLX,2018,FUEL/PROPULSION SYSTEM,2023-12-14,23V858000,0,,,,,,,,,69,0
MERCEDES-BENZ,EQB 300 4MATIC,2023,ELECTRICAL SYSTEM,2025-02-06,25V050000,1,2024-11-28,70,0.013191,1.0,4.333333,1.0,0.0,0.0,227,0
MERCEDES-BENZ,EQB 300 4MATIC,2023,ELECTRICAL SYSTEM,2025-07-24,25V487000,1,2025-01-30,175,0.013452,2.0,4.333333,0.0,0.0,0.0,188,0
MERCEDES-BENZ,EQB 300 4MATIC,2023,ELECTRICAL SYSTEM,2025-12-18,25V894000,1,2025-06-26,175,0.021365,2.0,2.166667,0.0,0.0,0.0,198,0
FCCC,XC CHASSIS,2020,TIRES,2022-05-26,22V379000,0,,,,,,,,,2,0
FLEETWOOD,BOUNDER,2020,TRAILER HITCHES,2023-05-18,23V351000,0,,,,,,,,,3,0
FORD,F-450 SD,2022,POWER TRAIN,2023-11-09,23V758000,0,,,,,,,,,558,0
LINCOLN,NAUTILUS HYBRID,2025,FORWARD COLLISION AVOIDANCE,2025-10-09,25V691000,1,2025-09-04,35,0.01748,1.0,1.444444,1.0,0.0,1.0,42,0
TOYOTA,RAV4 HYBRID,2020,AIR BAGS,2023-12-14,23V865000,0,,,,,,,,,277,0
GENESIS,GV60,2024,ELECTRICAL SYSTEM,2024-03-14,24V204000,0,,,,,,,,,37,0
GENESIS,GV60,2024,ELECTRICAL SYSTEM,2024-11-14,24V868000,0,,,,,,,,,42,0
GENESIS,GV60,2024,ELECTRICAL SYSTEM,2025-07-17,25V474000,1,2025-01-23,175,0.015212,5.0,4.333333,0.0,0.0,0.0,62,0
TESLA,MODEL X,2021,LATCHES/LOCKS/LINKAGES,2024-07-18,24V554000,0,,,,,,,,,163,0
FORD,EXPLORER,2025,POWER TRAIN,2025-01-16,25V020000,1,2024-12-05,42,0.013191,1.0,4.333333,1.0,0.0,0.0,169,0
FORD,EXPLORER,2025,POWER TRAIN,2025-03-13,25V164000,1,2024-12-05,98,0.013191,1.0,4.333333,1.0,0.0,0.0,192,0
FORD,EXPLORER,2025,POWER TRAIN,2025-04-10,25V239000,1,2024-12-05,126,0.013191,1.0,4.333333,1.0,0.0,0.0,212,0
CHEVROLET,EQUINOX EV,2025,ELECTRICAL SYSTEM,2024-12-12,24V925000,1,2024-12-05,7,0.013191,1.0,4.333333,1.0,0.0,0.0,163,0
HONDA,CIVIC HATCHBACK,2022,STEERING,2024-10-03,24V744000,0,,,,,,,,,342,0
LINCOLN,NAUTILUS HYBRID,2024,FORWARD COLLISION AVOIDANCE,2025-10-09,25V691000,1,2025-04-17,175,0.020293,3.0,2.6,0.0,0.0,0.0,60,0
FORD,EXPLORER,2025,STRUCTURE,2025-01-16,25V020000,1,2024-12-05,42,0.009409,1.0,4.333333,1.0,0.0,1.0,169,0
FORD,EXPLORER,2025,STRUCTURE,2025-05-08,25V316000,1,2024-12-05,154,0.009409,1.0,4.333333,1.0,0.0,1.0,222,0
TESLA,MODEL Y,2025,BACK OVER PREVENTION,2025-01-02,25V002000,1,2024-12-05,28,0.009409,1.0,4.333333,1.0,0.0,1.0,70,0
HONDA,CIVIC,2025,STEERING,2024-10-03,24V744000,0,,,,,,,,,122,0
RAM,2500,2023,AIR BAGS,2024-03-14,24V199000,0,,,,,,,,,81,0
MERCEDES-BENZ,AMG GT53,2021,ELECTRICAL SYSTEM,2022-07-21,22V533000,0,,,,,,,,,169,0
MERCEDES-BENZ,AMG GT53,2021,ELECTRICAL SYSTEM,2024-02-08,24V100000,0,,,,,,,,,203,0
MERCEDES-BENZ,AMG GT53,2021,ELECTRICAL SYSTEM,2024-06-13,24V445000,0,,,,,,,,,192,0
FORD,F-450 SD,2022,EQUIPMENT,2022-05-26,22V384000,0,,,,,,,,,221,0
FORD,F-450 SD,2022,EQUIPMENT,2023-06-08,23V420000,0,,,,,,,,,442,0
BMW,X3,2022,LATCHES/LOCKS/LINKAGES,2025-02-20,25V106000,1,2024-12-05,77,0.013191,1.0,4.333333,1.0,0.0,0.0,130,0
JEEP,GRAND CHEROKEE,2024,SEATS,2025-07-17,25V472000,1,2025-01-23,175,0.012911,1.0,4.333333,0.0,0.0,0.0,213,0
FORD,MAVERICK,2024,BACK OVER PREVENTION,2024-09-12,24V684000,0,,,,,,,,,291,0
FORD,MAVERICK,2024,BACK OVER PREVENTION,2025-06-26,25V442000,1,2025-01-02,175,0.012911,1.0,4.333333,0.0,0.0,0.0,434,0
VOLVO,VN,2020,SERVICE BRAKES,2024-10-17,24V790000,0,,,,,,,,,44,0
FORD,F-150,2024,STEERING,2024-05-09,24V329000,0,,,,,,,,,248,0
FORD,F-150,2024,STEERING,2025-01-16,25V022000,1,2024-12-12,35,0.009409,1.0,4.333333,1.0,0.0,1.0,362,0
JEEP,WRANGLER 4XE,2023,ELECTRICAL SYSTEM,2024-09-26,24V720000,0,,,,,,,,,243,0
JEEP,WRANGLER 4XE,2023,ELECTRICAL SYSTEM,2025-10-16,25V710000,1,2025-04-24,175,0.014662,1.0,2.166667,0.0,0.0,1.0,287,0
LINCOLN,NAVIGATOR,2024,ENGINE,2024-12-19,24V851000,1,2024-12-12,7,0.014805,1.0,4.333333,1.0,1.0,1.0,25,0
LINCOLN,NAVIGATOR,2024,ENGINE,2025-03-27,25V198000,1,2024-12-12,105,0.014805,1.0,4.333333,1.0,1.0,1.0,38,0
BMW,X6,2020,ELECTRICAL SYSTEM,2024-08-01,24V576000,0,,,,,,,,,124,0
BMW,X6,2020,ELECTRICAL SYSTEM,2025-09-25,25V644000,1,2025-06-19,98,0.020954,1.0,2.166667,1.0,0.0,0.0,166,0
MAZDA,CX-70,2025,POWER TRAIN,2024-10-31,24V815000,0,,,,,,,,,56,0
WINNEBAGO,REVEL,2018,AIR BAGS,2024-05-02,24V318000,0,,,,,,,,,5,0
GRAND DESIGN,MOMENTUM,2024,STRUCTURE,2024-12-05,24V916000,0,,,,,,,,,19,0
GRAND DESIGN,MOMENTUM,2024,STRUCTURE,2025-05-01,25V281000,1,2024-12-12,140,0.013191,1.0,4.333333,1.0,0.0,0.0,29,0
MAZDA,CX-70,2025,ENGINE,2024-10-31,24V815000,0,,,,,,,,,56,0
HONDA,ODYSSEY,2024,STEERING,2024-02-15,24V114000,0,,,,,,,,,207,0
LINCOLN,NAVIGATOR,2018,SEAT BELTS,2024-02-08,24V099000,0,,,,,,,,,61,0
LINCOLN,NAVIGATOR,2018,SEAT BELTS,2025-05-22,25V197000,1,2024-12-12,161,0.013191,1.0,4.333333,1.0,0.0,0.0,74,0
FREIGHTLINER,CASCADIA,2022,ELECTRICAL SYSTEM,2022-02-17,22V101000,0,,,,,,,,,3,0
NISSAN,TITAN,2021,AIR BAGS,2024-08-01,24V580000,0,,,,,,,,,209,0
GMC,SIERRA 3500,2020,LATCHES/LOCKS/LINKAGES,2024-02-01,24V060000,0,,,,,,,,,143,0
GENESIS,G70,2020,FUEL/PROPULSION SYSTEM,2024-07-11,24V528000,0,,,,,,,,,27,0
PETERBILT,579,2024,FUEL/PROPULSION SYSTEM,2023-09-21,23V653000,0,,,,,,,,,1,0
AUDI,RS E-TRON GT,2022,ELECTRICAL SYSTEM,2023-12-07,23V842000,0,,,,,,,,,99,0
AUDI,RS E-TRON GT,2022,ELECTRICAL SYSTEM,2024-03-21,24V228000;24V229000,0,,,,,,,,,108,0
AUDI,RS E-TRON GT,2022,ELECTRICAL SYSTEM,2024-09-26,24V726000,0,,,,,,,,,110,0
GMC,ACADIA,2023,VISIBILITY,2023-10-12,23V681000,0,,,,,,,,,112,0
WINNEBAGO,INSPIRE,2022,STRUCTURE,2022-07-07,22V500000,0,,,,,,,,,15,0
LINCOLN,NAUTILUS,2021,ENGINE,2024-08-22,24V635000,0,,,,,,,,,36,0
MERCEDES-BENZ,E 450,2019,BACK OVER PREVENTION,2022-04-07,22V232000,0,,,,,,,,,156,0
SUBARU,IMPREZA,2024,ELECTRICAL SYSTEM,2023-08-03,23V551000,0,,,,,,,,,48,0
JEEP,GRAND CHEROKEE,2024,STRUCTURE,2024-05-16,24V346000,0,,,,,,,,,111,0
JEEP,GRAND CHEROKEE,2024,STRUCTURE,2024-12-12,24V926000,0,,,,,,,,,156,0
FORD,MAVERICK,2024,POWER TRAIN,2024-05-09,24V330000,0,,,,,,,,,248,0
FORD,MAVERICK,2024,POWER TRAIN,2025-02-27,25V133000,1,2024-12-19,70,0.013191,1.0,4.333333,1.0,0.0,0.0,384,0
HONDA,HR-V,2024,SEATS,2024-11-14,24V859000,0,,,,,,,,,275,0
VOLKSWAGEN,GTI,2023,ENGINE,2022-09-15,22V707000,0,,,,,,,,,60,0
VOLVO,C40BEV,2022,BACK OVER PREVENTION,2025-05-08,25V282000,1,2024-12-19,140,0.014041,2.0,4.333333,2.0,0.0,0.0,58,0
VOLVO,C40BEV,2022,BACK OVER PREVENTION,2025-12-18,25V908000,1,2025-11-27,21,0.024426,1.0,1.444444,1.0,0.0,0.0,89,0
